phone_id,phone_number,person_id,device_id,carrier,activation_date,status,synthetic_flag
PHONE-003710,+91-SYN-00003710,PERSON-000046,DEVICE-003710,SyntheticTel,2023-01-01,Inactive,true
PHONE-003711,+91-SYN-00003711,PERSON-001367,DEVICE-003711,SyntheticTel,2023-01-01,Inactive,true
PHONE-003712,+91-SYN-00003712,PERSON-001367,DEVICE-003712,SyntheticTel,2023-01-01,Active,true
PHONE-003713,+91-SYN-00003713,PERSON-000922,DEVICE-003713,SyntheticTel,2023-01-01,Active,true
PHONE-003714,+91-SYN-00003714,PERSON-000922,DEVICE-003714,SyntheticTel,2023-01-01,Active,true
PHONE-003715,+91-SYN-00003715,PERSON-001667,DEVICE-003715,SyntheticTel,2023-01-01,Active,true
PHONE-003716,+91-SYN-00003716,PERSON-001667,DEVICE-003716,SyntheticTel,2023-01-01,Active,true
PHONE-003717,+91-SYN-00003717,PERSON-000146,DEVICE-003717,SyntheticTel,2023-01-01,Active,true
PHONE-003718,+91-SYN-00003718,PERSON-001558,DEVICE-003718,SyntheticTel,2023-01-01,Active,true
PHONE-003719,+91-SYN-00003719,PERSON-000351,DEVICE-003719,SyntheticTel,2023-01-01,Active,true
PHONE-003720,+91-SYN-00003720,PERSON-002750,DEVICE-003720,SyntheticTel,2023-01-01,Active,true
PHONE-003721,+91-SYN-00003721,PERSON-001041,DEVICE-003721,SyntheticTel,2023-01-01,Active,true
PHONE-003722,+91-SYN-00003722,PERSON-001589,DEVICE-003722,SyntheticTel,2023-01-01,Inactive,true
PHONE-003723,+91-SYN-00003723,PERSON-001670,DEVICE-003723,SyntheticTel,2023-01-01,Active,true
PHONE-003724,+91-SYN-00003724,PERSON-001670,DEVICE-003724,SyntheticTel,2023-01-01,Inactive,true
PHONE-003725,+91-SYN-00003725,PERSON-001664,DEVICE-003725,SyntheticTel,2023-01-01,Inactive,true
PHONE-003726,+91-SYN-00003726,PERSON-001664,DEVICE-003726,SyntheticTel,2023-01-01,Active,true
PHONE-003727,+91-SYN-00003727,PERSON-002675,DEVICE-003727,SyntheticTel,2023-01-01,Active,true
PHONE-003728,+91-SYN-00003728,PERSON-002998,DEVICE-003728,SyntheticTel,2023-01-01,Inactive,true
PHONE-003729,+91-SYN-00003729,PERSON-000106,DEVICE-003729,SyntheticTel,2023-01-01,Inactive,true
PHONE-003730,+91-SYN-00003730,PERSON-000948,DEVICE-003730,SyntheticTel,2023-01-01,Inactive,true
PHONE-003731,+91-SYN-00003731,PERSON-002757,DEVICE-003731,SyntheticTel,2023-01-01,Active,true
PHONE-003732,+91-SYN-00003732,PERSON-000904,DEVICE-003732,SyntheticTel,2023-01-01,Inactive,true
PHONE-003733,+91-SYN-00003733,PERSON-000584,DEVICE-003733,SyntheticTel,2023-01-01,Active,true
PHONE-003734,+91-SYN-00003734,PERSON-000697,DEVICE-003734,SyntheticTel,2023-01-01,Inactive,true
PHONE-003735,+91-SYN-00003735,PERSON-002715,DEVICE-003735,SyntheticTel,2023-01-01,Active,true
PHONE-003736,+91-SYN-00003736,PERSON-001774,DEVICE-003736,SyntheticTel,2023-01-01,Active,true
PHONE-003737,+91-SYN-00003737,PERSON-001774,DEVICE-003737,SyntheticTel,2023-01-01,Active,true
PHONE-003738,+91-SYN-00003738,PERSON-000407,DEVICE-003738,SyntheticTel,2023-01-01,Inactive,true
PHONE-003739,+91-SYN-00003739,PERSON-001687,DEVICE-003739,SyntheticTel,2023-01-01,Active,true
PHONE-003740,+91-SYN-00003740,PERSON-001687,DEVICE-003740,SyntheticTel,2023-01-01,Active,true
PHONE-003741,+91-SYN-00003741,PERSON-001758,DEVICE-003741,SyntheticTel,2023-01-01,Inactive,true
PHONE-003742,+91-SYN-00003742,PERSON-002020,DEVICE-003742,SyntheticTel,2023-01-01,Inactive,true
PHONE-003743,+91-SYN-00003743,PERSON-000526,DEVICE-003743,SyntheticTel,2023-01-01,Active,true
PHONE-003744,+91-SYN-00003744,PERSON-000120,DEVICE-003744,SyntheticTel,2023-01-01,Inactive,true
PHONE-003745,+91-SYN-00003745,PERSON-002873,DEVICE-003745,SyntheticTel,2023-01-01,Active,true
PHONE-003746,+91-SYN-00003746,PERSON-000621,DEVICE-003746,SyntheticTel,2023-01-01,Inactive,true
PHONE-003747,+91-SYN-00003747,PERSON-000621,DEVICE-003747,SyntheticTel,2023-01-01,Inactive,true
PHONE-003748,+91-SYN-00003748,PERSON-000863,DEVICE-003748,SyntheticTel,2023-01-01,Active,true
PHONE-003749,+91-SYN-00003749,PERSON-001543,DEVICE-003749,SyntheticTel,2023-01-01,Active,true
PHONE-003750,+91-SYN-00003750,PERSON-002999,DEVICE-003750,SyntheticTel,2023-01-01,Inactive,true
PHONE-003751,+91-SYN-00003751,PERSON-000488,DEVICE-003751,SyntheticTel,2023-01-01,Active,true
PHONE-003752,+91-SYN-00003752,PERSON-001210,DEVICE-003752,SyntheticTel,2023-01-01,Active,true
PHONE-003753,+91-SYN-00003753,PERSON-001667,DEVICE-003753,SyntheticTel,2023-01-01,Inactive,true
PHONE-003754,+91-SYN-00003754,PERSON-000351,DEVICE-003754,SyntheticTel,2023-01-01,Inactive,true
PHONE-003755,+91-SYN-00003755,PERSON-001558,DEVICE-003755,SyntheticTel,2023-01-01,Active,true
PHONE-003756,+91-SYN-00003756,PERSON-000222,DEVICE-003756,SyntheticTel,2023-01-01,Active,true
PHONE-003757,+91-SYN-00003757,PERSON-002750,DEVICE-003757,SyntheticTel,2023-01-01,Active,true
PHONE-003758,+91-SYN-00003758,PERSON-001589,DEVICE-003758,SyntheticTel,2023-01-01,Active,true
PHONE-003759,+91-SYN-00003759,PERSON-001670,DEVICE-003759,SyntheticTel,2023-01-01,Active,true
PHONE-003760,+91-SYN-00003760,PERSON-002136,DEVICE-003760,SyntheticTel,2023-01-01,Inactive,true
PHONE-003761,+91-SYN-00003761,PERSON-000784,DEVICE-003761,SyntheticTel,2023-01-01,Active,true
PHONE-003762,+91-SYN-00003762,PERSON-000717,DEVICE-003762,SyntheticTel,2023-01-01,Active,true
PHONE-003763,+91-SYN-00003763,PERSON-001234,DEVICE-003763,SyntheticTel,2023-01-01,Inactive,true
PHONE-003764,+91-SYN-00003764,PERSON-000647,DEVICE-003764,SyntheticTel,2023-01-01,Active,true
PHONE-003765,+91-SYN-00003765,PERSON-000647,DEVICE-003765,SyntheticTel,2023-01-01,Inactive,true
PHONE-003766,+91-SYN-00003766,PERSON-002499,DEVICE-003766,SyntheticTel,2023-01-01,Inactive,true
PHONE-003767,+91-SYN-00003767,PERSON-002215,DEVICE-003767,SyntheticTel,2023-01-01,Active,true
PHONE-003768,+91-SYN-00003768,PERSON-001667,DEVICE-003768,SyntheticTel,2023-01-01,Active,true
PHONE-003769,+91-SYN-00003769,PERSON-001210,DEVICE-003769,SyntheticTel,2023-01-01,Active,true
PHONE-003770,+91-SYN-00003770,PERSON-000146,DEVICE-003770,SyntheticTel,2023-01-01,Inactive,true
PHONE-003771,+91-SYN-00003771,PERSON-001558,DEVICE-003771,SyntheticTel,2023-01-01,Inactive,true
PHONE-003772,+91-SYN-00003772,PERSON-001558,DEVICE-003772,SyntheticTel,2023-01-01,Active,true
PHONE-003773,+91-SYN-00003773,PERSON-002750,DEVICE-003773,SyntheticTel,2023-01-01,Active,true
PHONE-003774,+91-SYN-00003774,PERSON-002750,DEVICE-003774,SyntheticTel,2023-01-01,Active,true
PHONE-003775,+91-SYN-00003775,PERSON-001041,DEVICE-003775,SyntheticTel,2023-01-01,Active,true
PHONE-003776,+91-SYN-00003776,PERSON-002068,DEVICE-003776,SyntheticTel,2023-01-01,Active,true
PHONE-003777,+91-SYN-00003777,PERSON-001670,DEVICE-003777,SyntheticTel,2023-01-01,Inactive,true
PHONE-003778,+91-SYN-00003778,PERSON-001172,DEVICE-003778,SyntheticTel,2023-01-01,Active,true
PHONE-003779,+91-SYN-00003779,PERSON-002740,DEVICE-003779,SyntheticTel,2023-01-01,Active,true
PHONE-003780,+91-SYN-00003780,PERSON-002740,DEVICE-003780,SyntheticTel,2023-01-01,Active,true
PHONE-003781,+91-SYN-00003781,PERSON-002197,DEVICE-003781,SyntheticTel,2023-01-01,Active,true
PHONE-003782,+91-SYN-00003782,PERSON-000440,DEVICE-003782,SyntheticTel,2023-01-01,Active,true
PHONE-003783,+91-SYN-00003783,PERSON-000096,DEVICE-003783,SyntheticTel,2023-01-01,Active,true
PHONE-003784,+91-SYN-00003784,PERSON-002304,DEVICE-003784,SyntheticTel,2023-01-01,Inactive,true
PHONE-003785,+91-SYN-00003785,PERSON-001205,DEVICE-003785,SyntheticTel,2023-01-01,Active,true
PHONE-003786,+91-SYN-00003786,PERSON-000479,DEVICE-003786,SyntheticTel,2023-01-01,Active,true
PHONE-003787,+91-SYN-00003787,PERSON-001431,DEVICE-003787,SyntheticTel,2023-01-01,Active,true
PHONE-003788,+91-SYN-00003788,PERSON-002106,DEVICE-003788,SyntheticTel,2023-01-01,Active,true
PHONE-003789,+91-SYN-00003789,PERSON-002106,DEVICE-003789,SyntheticTel,2023-01-01,Active,true
PHONE-003790,+91-SYN-00003790,PERSON-000823,DEVICE-003790,SyntheticTel,2023-01-01,Inactive,true
PHONE-003791,+91-SYN-00003791,PERSON-001824,DEVICE-003791,SyntheticTel,2023-01-01,Active,true
PHONE-003792,+91-SYN-00003792,PERSON-000838,DEVICE-003792,SyntheticTel,2023-01-01,Active,true
PHONE-003793,+91-SYN-00003793,PERSON-002159,DEVICE-003793,SyntheticTel,2023-01-01,Active,true
PHONE-003794,+91-SYN-00003794,PERSON-000526,DEVICE-003794,SyntheticTel,2023-01-01,Inactive,true
PHONE-003795,+91-SYN-00003795,PERSON-000526,DEVICE-003795,SyntheticTel,2023-01-01,Active,true
PHONE-003796,+91-SYN-00003796,PERSON-000022,DEVICE-003796,SyntheticTel,2023-01-01,Active,true
PHONE-003797,+91-SYN-00003797,PERSON-002309,DEVICE-003797,SyntheticTel,2023-01-01,Active,true
PHONE-003798,+91-SYN-00003798,PERSON-001255,DEVICE-003798,SyntheticTel,2023-01-01,Inactive,true
PHONE-003799,+91-SYN-00003799,PERSON-000146,DEVICE-003799,SyntheticTel,2023-01-01,Active,true
PHONE-003800,+91-SYN-00003800,PERSON-001667,DEVICE-003800,SyntheticTel,2023-01-01,Inactive,true
PHONE-003801,+91-SYN-00003801,PERSON-001210,DEVICE-003801,SyntheticTel,2023-01-01,Active,true
PHONE-003802,+91-SYN-00003802,PERSON-001210,DEVICE-003802,SyntheticTel,2023-01-01,Inactive,true
PHONE-003803,+91-SYN-00003803,PERSON-000351,DEVICE-003803,SyntheticTel,2023-01-01,Active,true
PHONE-003804,+91-SYN-00003804,PERSON-002750,DEVICE-003804,SyntheticTel,2023-01-01,Active,true
PHONE-003805,+91-SYN-00003805,PERSON-001041,DEVICE-003805,SyntheticTel,2023-01-01,Active,true
PHONE-003806,+91-SYN-00003806,PERSON-001687,DEVICE-003806,SyntheticTel,2023-01-01,Active,true
PHONE-003807,+91-SYN-00003807,PERSON-001687,DEVICE-003807,SyntheticTel,2023-01-01,Active,true
PHONE-003808,+91-SYN-00003808,PERSON-001589,DEVICE-003808,SyntheticTel,2023-01-01,Active,true
PHONE-003809,+91-SYN-00003809,PERSON-001670,DEVICE-003809,SyntheticTel,2023-01-01,Active,true
PHONE-003810,+91-SYN-00003810,PERSON-001670,DEVICE-003810,SyntheticTel,2023-01-01,Inactive,true
PHONE-003811,+91-SYN-00003811,PERSON-000146,DEVICE-003811,SyntheticTel,2023-01-01,Active,true
PHONE-003812,+91-SYN-00003812,PERSON-000047,DEVICE-003812,SyntheticTel,2023-01-01,Active,true
PHONE-003813,+91-SYN-00003813,PERSON-002938,DEVICE-003813,SyntheticTel,2023-01-01,Inactive,true
PHONE-003814,+91-SYN-00003814,PERSON-000279,DEVICE-003814,SyntheticTel,2023-01-01,Active,true
PHONE-003815,+91-SYN-00003815,PERSON-000217,DEVICE-003815,SyntheticTel,2023-01-01,Active,true
PHONE-003816,+91-SYN-00003816,PERSON-001768,DEVICE-003816,SyntheticTel,2023-01-01,Active,true
PHONE-003817,+91-SYN-00003817,PERSON-001768,DEVICE-003817,SyntheticTel,2023-01-01,Active,true
PHONE-003818,+91-SYN-00003818,PERSON-002223,DEVICE-003818,SyntheticTel,2023-01-01,Active,true
PHONE-003819,+91-SYN-00003819,PERSON-000556,DEVICE-003819,SyntheticTel,2023-01-01,Inactive,true
PHONE-003820,+91-SYN-00003820,PERSON-002205,DEVICE-003820,SyntheticTel,2023-01-01,Active,true
PHONE-003821,+91-SYN-00003821,PERSON-002964,DEVICE-003821,SyntheticTel,2023-01-01,Inactive,true
PHONE-003822,+91-SYN-00003822,PERSON-000683,DEVICE-003822,SyntheticTel,2023-01-01,Active,true
PHONE-003823,+91-SYN-00003823,PERSON-002160,DEVICE-003823,SyntheticTel,2023-01-01,Inactive,true
PHONE-003824,+91-SYN-00003824,PERSON-000919,DEVICE-003824,SyntheticTel,2023-01-01,Active,true
PHONE-003825,+91-SYN-00003825,PERSON-000473,DEVICE-003825,SyntheticTel,2023-01-01,Inactive,true
PHONE-003826,+91-SYN-00003826,PERSON-002764,DEVICE-003826,SyntheticTel,2023-01-01,Active,true
PHONE-003827,+91-SYN-00003827,PERSON-001861,DEVICE-003827,SyntheticTel,2023-01-01,Active,true
PHONE-003828,+91-SYN-00003828,PERSON-002947,DEVICE-003828,SyntheticTel,2023-01-01,Inactive,true
PHONE-003829,+91-SYN-00003829,PERSON-001043,DEVICE-003829,SyntheticTel,2023-01-01,Active,true
PHONE-003830,+91-SYN-00003830,PERSON-000484,DEVICE-003830,SyntheticTel,2023-01-01,Active,true
PHONE-003831,+91-SYN-00003831,PERSON-000484,DEVICE-003831,SyntheticTel,2023-01-01,Active,true
PHONE-003832,+91-SYN-00003832,PERSON-002901,DEVICE-003832,SyntheticTel,2023-01-01,Inactive,true
PHONE-003833,+91-SYN-00003833,PERSON-002901,DEVICE-003833,SyntheticTel,2023-01-01,Inactive,true
PHONE-003834,+91-SYN-00003834,PERSON-001311,DEVICE-003834,SyntheticTel,2023-01-01,Active,true
PHONE-003835,+91-SYN-00003835,PERSON-001311,DEVICE-003835,SyntheticTel,2023-01-01,Active,true
PHONE-003836,+91-SYN-00003836,PERSON-000146,DEVICE-003836,SyntheticTel,2023-01-01,Inactive,true
PHONE-003837,+91-SYN-00003837,PERSON-001210,DEVICE-003837,SyntheticTel,2023-01-01,Inactive,true
PHONE-003838,+91-SYN-00003838,PERSON-001210,DEVICE-003838,SyntheticTel,2023-01-01,Active,true
PHONE-003839,+91-SYN-00003839,PERSON-001558,DEVICE-003839,SyntheticTel,2023-01-01,Active,true
PHONE-003840,+91-SYN-00003840,PERSON-000351,DEVICE-003840,SyntheticTel,2023-01-01,Active,true
PHONE-003841,+91-SYN-00003841,PERSON-002750,DEVICE-003841,SyntheticTel,2023-01-01,Active,true
PHONE-003842,+91-SYN-00003842,PERSON-001589,DEVICE-003842,SyntheticTel,2023-01-01,Active,true
PHONE-003843,+91-SYN-00003843,PERSON-001670,DEVICE-003843,SyntheticTel,2023-01-01,Active,true
PHONE-003844,+91-SYN-00003844,PERSON-000081,DEVICE-003844,SyntheticTel,2023-01-01,Active,true
PHONE-003845,+91-SYN-00003845,PERSON-000850,DEVICE-003845,SyntheticTel,2023-01-01,Inactive,true
PHONE-003846,+91-SYN-00003846,PERSON-001861,DEVICE-003846,SyntheticTel,2023-01-01,Active,true
PHONE-003847,+91-SYN-00003847,PERSON-000063,DEVICE-003847,SyntheticTel,2023-01-01,Active,true
PHONE-003848,+91-SYN-00003848,PERSON-000863,DEVICE-003848,SyntheticTel,2023-01-01,Active,true
PHONE-003849,+91-SYN-00003849,PERSON-000863,DEVICE-003849,SyntheticTel,2023-01-01,Active,true
PHONE-003850,+91-SYN-00003850,PERSON-001589,DEVICE-003850,SyntheticTel,2023-01-01,Inactive,true
PHONE-003851,+91-SYN-00003851,PERSON-002737,DEVICE-003851,SyntheticTel,2023-01-01,Active,true
PHONE-003852,+91-SYN-00003852,PERSON-000682,DEVICE-003852,SyntheticTel,2023-01-01,Inactive,true
PHONE-003853,+91-SYN-00003853,PERSON-000473,DEVICE-003853,SyntheticTel,2023-01-01,Inactive,true
PHONE-003854,+91-SYN-00003854,PERSON-000042,DEVICE-003854,SyntheticTel,2023-01-01,Active,true
PHONE-003855,+91-SYN-00003855,PERSON-000275,DEVICE-003855,SyntheticTel,2023-01-01,Inactive,true
PHONE-003856,+91-SYN-00003856,PERSON-001481,DEVICE-003856,SyntheticTel,2023-01-01,Active,true
PHONE-003857,+91-SYN-00003857,PERSON-001481,DEVICE-003857,SyntheticTel,2023-01-01,Active,true
PHONE-003858,+91-SYN-00003858,PERSON-002068,DEVICE-003858,SyntheticTel,2023-01-01,Active,true
PHONE-003859,+91-SYN-00003859,PERSON-000032,DEVICE-003859,SyntheticTel,2023-01-01,Active,true
PHONE-003860,+91-SYN-00003860,PERSON-000032,DEVICE-003860,SyntheticTel,2023-01-01,Active,true
PHONE-003861,+91-SYN-00003861,PERSON-000611,DEVICE-003861,SyntheticTel,2023-01-01,Active,true
PHONE-003862,+91-SYN-00003862,PERSON-002438,DEVICE-003862,SyntheticTel,2023-01-01,Active,true
PHONE-003863,+91-SYN-00003863,PERSON-000886,DEVICE-003863,SyntheticTel,2023-01-01,Active,true
PHONE-003864,+91-SYN-00003864,PERSON-002847,DEVICE-003864,SyntheticTel,2023-01-01,Active,true
PHONE-003865,+91-SYN-00003865,PERSON-002922,DEVICE-003865,SyntheticTel,2023-01-01,Active,true
PHONE-003866,+91-SYN-00003866,PERSON-001210,DEVICE-003866,SyntheticTel,2023-01-01,Inactive,true
PHONE-003867,+91-SYN-00003867,PERSON-001667,DEVICE-003867,SyntheticTel,2023-01-01,Active,true
PHONE-003868,+91-SYN-00003868,PERSON-000146,DEVICE-003868,SyntheticTel,2023-01-01,Active,true
PHONE-003869,+91-SYN-00003869,PERSON-000351,DEVICE-003869,SyntheticTel,2023-01-01,Active,true
PHONE-003870,+91-SYN-00003870,PERSON-000351,DEVICE-003870,SyntheticTel,2023-01-01,Inactive,true
PHONE-003871,+91-SYN-00003871,PERSON-001558,DEVICE-003871,SyntheticTel,2023-01-01,Inactive,true
PHONE-003872,+91-SYN-00003872,PERSON-002750,DEVICE-003872,SyntheticTel,2023-01-01,Active,true
PHONE-003873,+91-SYN-00003873,PERSON-001041,DEVICE-003873,SyntheticTel,2023-01-01,Active,true
PHONE-003874,+91-SYN-00003874,PERSON-001670,DEVICE-003874,SyntheticTel,2023-01-01,Inactive,true
PHONE-003875,+91-SYN-00003875,PERSON-001334,DEVICE-003875,SyntheticTel,2023-01-01,Active,true
PHONE-003876,+91-SYN-00003876,PERSON-000260,DEVICE-003876,SyntheticTel,2023-01-01,Active,true
PHONE-003877,+91-SYN-00003877,PERSON-000499,DEVICE-003877,SyntheticTel,2023-01-01,Active,true
PHONE-003878,+91-SYN-00003878,PERSON-001780,DEVICE-003878,SyntheticTel,2023-01-01,Active,true
PHONE-003879,+91-SYN-00003879,PERSON-002397,DEVICE-003879,SyntheticTel,2023-01-01,Active,true
PHONE-003880,+91-SYN-00003880,PERSON-001747,DEVICE-003880,SyntheticTel,2023-01-01,Active,true
PHONE-003881,+91-SYN-00003881,PERSON-001747,DEVICE-003881,SyntheticTel,2023-01-01,Inactive,true
PHONE-003882,+91-SYN-00003882,PERSON-001847,DEVICE-003882,SyntheticTel,2023-01-01,Active,true
PHONE-003883,+91-SYN-00003883,PERSON-001847,DEVICE-003883,SyntheticTel,2023-01-01,Active,true
PHONE-003884,+91-SYN-00003884,PERSON-001558,DEVICE-003884,SyntheticTel,2023-01-01,Active,true
PHONE-003885,+91-SYN-00003885,PERSON-001474,DEVICE-003885,SyntheticTel,2023-01-01,Inactive,true
PHONE-003886,+91-SYN-00003886,PERSON-001474,DEVICE-003886,SyntheticTel,2023-01-01,Active,true
PHONE-003887,+91-SYN-00003887,PERSON-001115,DEVICE-003887,SyntheticTel,2023-01-01,Inactive,true
PHONE-003888,+91-SYN-00003888,PERSON-001115,DEVICE-003888,SyntheticTel,2023-01-01,Inactive,true
PHONE-003889,+91-SYN-00003889,PERSON-000267,DEVICE-003889,SyntheticTel,2023-01-01,Active,true
PHONE-003890,+91-SYN-00003890,PERSON-000267,DEVICE-003890,SyntheticTel,2023-01-01,Inactive,true
PHONE-003891,+91-SYN-00003891,PERSON-002900,DEVICE-003891,SyntheticTel,2023-01-01,Active,true
PHONE-003892,+91-SYN-00003892,PERSON-002900,DEVICE-003892,SyntheticTel,2023-01-01,Inactive,true
PHONE-003893,+91-SYN-00003893,PERSON-000440,DEVICE-003893,SyntheticTel,2023-01-01,Inactive,true
PHONE-003894,+91-SYN-00003894,PERSON-001968,DEVICE-003894,SyntheticTel,2023-01-01,Active,true
PHONE-003895,+91-SYN-00003895,PERSON-000499,DEVICE-003895,SyntheticTel,2023-01-01,Active,true
PHONE-003896,+91-SYN-00003896,PERSON-000825,DEVICE-003896,SyntheticTel,2023-01-01,Active,true
PHONE-003897,+91-SYN-00003897,PERSON-001780,DEVICE-003897,SyntheticTel,2023-01-01,Inactive,true
PHONE-003898,+91-SYN-00003898,PERSON-001780,DEVICE-003898,SyntheticTel,2023-01-01,Inactive,true
PHONE-003899,+91-SYN-00003899,PERSON-002397,DEVICE-003899,SyntheticTel,2023-01-01,Active,true
PHONE-003900,+91-SYN-00003900,PERSON-001747,DEVICE-003900,SyntheticTel,2023-01-01,Active,true
PHONE-003901,+91-SYN-00003901,PERSON-001747,DEVICE-003901,SyntheticTel,2023-01-01,Inactive,true
PHONE-003902,+91-SYN-00003902,PERSON-002846,DEVICE-003902,SyntheticTel,2023-01-01,Inactive,true
PHONE-003903,+91-SYN-00003903,PERSON-002846,DEVICE-003903,SyntheticTel,2023-01-01,Inactive,true
PHONE-003904,+91-SYN-00003904,PERSON-002408,DEVICE-003904,SyntheticTel,2023-01-01,Inactive,true
PHONE-003905,+91-SYN-00003905,PERSON-000374,DEVICE-003905,SyntheticTel,2023-01-01,Inactive,true
PHONE-003906,+91-SYN-00003906,PERSON-001578,DEVICE-003906,SyntheticTel,2023-01-01,Active,true
PHONE-003907,+91-SYN-00003907,PERSON-001578,DEVICE-003907,SyntheticTel,2023-01-01,Inactive,true
PHONE-003908,+91-SYN-00003908,PERSON-000792,DEVICE-003908,SyntheticTel,2023-01-01,Inactive,true
PHONE-003909,+91-SYN-00003909,PERSON-000792,DEVICE-003909,SyntheticTel,2023-01-01,Inactive,true
PHONE-003910,+91-SYN-00003910,PERSON-001847,DEVICE-003910,SyntheticTel,2023-01-01,Active,true
PHONE-003911,+91-SYN-00003911,PERSON-001544,DEVICE-003911,SyntheticTel,2023-01-01,Active,true
PHONE-003912,+91-SYN-00003912,PERSON-000120,DEVICE-003912,SyntheticTel,2023-01-01,Active,true
PHONE-003913,+91-SYN-00003913,PERSON-000120,DEVICE-003913,SyntheticTel,2023-01-01,Inactive,true
PHONE-003914,+91-SYN-00003914,PERSON-001540,DEVICE-003914,SyntheticTel,2023-01-01,Inactive,true
PHONE-003915,+91-SYN-00003915,PERSON-001540,DEVICE-003915,SyntheticTel,2023-01-01,Active,true
PHONE-003916,+91-SYN-00003916,PERSON-001992,DEVICE-003916,SyntheticTel,2023-01-01,Active,true
PHONE-003917,+91-SYN-00003917,PERSON-000083,DEVICE-003917,SyntheticTel,2023-01-01,Active,true
PHONE-003918,+91-SYN-00003918,PERSON-001205,DEVICE-003918,SyntheticTel,2023-01-01,Active,true
PHONE-003919,+91-SYN-00003919,PERSON-002821,DEVICE-003919,SyntheticTel,2023-01-01,Inactive,true
PHONE-003920,+91-SYN-00003920,PERSON-001521,DEVICE-003920,SyntheticTel,2023-01-01,Inactive,true
PHONE-003921,+91-SYN-00003921,PERSON-001262,DEVICE-003921,SyntheticTel,2023-01-01,Active,true
PHONE-003922,+91-SYN-00003922,PERSON-001610,DEVICE-003922,SyntheticTel,2023-01-01,Active,true
PHONE-003923,+91-SYN-00003923,PERSON-002060,DEVICE-003923,SyntheticTel,2023-01-01,Inactive,true
PHONE-003924,+91-SYN-00003924,PERSON-000267,DEVICE-003924,SyntheticTel,2023-01-01,Inactive,true
PHONE-003925,+91-SYN-00003925,PERSON-000792,DEVICE-003925,SyntheticTel,2023-01-01,Active,true
PHONE-003926,+91-SYN-00003926,PERSON-000792,DEVICE-003926,SyntheticTel,2023-01-01,Active,true
PHONE-003927,+91-SYN-00003927,PERSON-002900,DEVICE-003927,SyntheticTel,2023-01-01,Inactive,true
PHONE-003928,+91-SYN-00003928,PERSON-002900,DEVICE-003928,SyntheticTel,2023-01-01,Active,true
PHONE-003929,+91-SYN-00003929,PERSON-001259,DEVICE-003929,SyntheticTel,2023-01-01,Active,true
PHONE-003930,+91-SYN-00003930,PERSON-000850,DEVICE-003930,SyntheticTel,2023-01-01,Active,true
PHONE-003931,+91-SYN-00003931,PERSON-001861,DEVICE-003931,SyntheticTel,2023-01-01,Active,true
PHONE-003932,+91-SYN-00003932,PERSON-001861,DEVICE-003932,SyntheticTel,2023-01-01,Active,true
PHONE-003933,+91-SYN-00003933,PERSON-002574,DEVICE-003933,SyntheticTel,2023-01-01,Active,true
PHONE-003934,+91-SYN-00003934,PERSON-000863,DEVICE-003934,SyntheticTel,2023-01-01,Active,true
PHONE-003935,+91-SYN-00003935,PERSON-000063,DEVICE-003935,SyntheticTel,2023-01-01,Active,true
PHONE-003936,+91-SYN-00003936,PERSON-000223,DEVICE-003936,SyntheticTel,2023-01-01,Active,true
PHONE-003937,+91-SYN-00003937,PERSON-000438,DEVICE-003937,SyntheticTel,2023-01-01,Active,true
PHONE-003938,+91-SYN-00003938,PERSON-000057,DEVICE-003938,SyntheticTel,2023-01-01,Inactive,true
PHONE-003939,+91-SYN-00003939,PERSON-000057,DEVICE-003939,SyntheticTel,2023-01-01,Inactive,true
PHONE-003940,+91-SYN-00003940,PERSON-002247,DEVICE-003940,SyntheticTel,2023-01-01,Active,true
PHONE-003941,+91-SYN-00003941,PERSON-002826,DEVICE-003941,SyntheticTel,2023-01-01,Active,true
PHONE-003942,+91-SYN-00003942,PERSON-000230,DEVICE-003942,SyntheticTel,2023-01-01,Active,true
PHONE-003943,+91-SYN-00003943,PERSON-000599,DEVICE-003943,SyntheticTel,2023-01-01,Inactive,true
PHONE-003944,+91-SYN-00003944,PERSON-000538,DEVICE-003944,SyntheticTel,2023-01-01,Active,true
PHONE-003945,+91-SYN-00003945,PERSON-001898,DEVICE-003945,SyntheticTel,2023-01-01,Active,true
PHONE-003946,+91-SYN-00003946,PERSON-001965,DEVICE-003946,SyntheticTel,2023-01-01,Active,true
PHONE-003947,+91-SYN-00003947,PERSON-000139,DEVICE-003947,SyntheticTel,2023-01-01,Active,true
PHONE-003948,+91-SYN-00003948,PERSON-000083,DEVICE-003948,SyntheticTel,2023-01-01,Active,true
PHONE-003949,+91-SYN-00003949,PERSON-001543,DEVICE-003949,SyntheticTel,2023-01-01,Inactive,true
PHONE-003950,+91-SYN-00003950,PERSON-002745,DEVICE-003950,SyntheticTel,2023-01-01,Active,true
PHONE-003951,+91-SYN-00003951,PERSON-000765,DEVICE-003951,SyntheticTel,2023-01-01,Active,true
PHONE-003952,+91-SYN-00003952,PERSON-000822,DEVICE-003952,SyntheticTel,2023-01-01,Active,true
PHONE-003953,+91-SYN-00003953,PERSON-001425,DEVICE-003953,SyntheticTel,2023-01-01,Active,true
PHONE-003954,+91-SYN-00003954,PERSON-001425,DEVICE-003954,SyntheticTel,2023-01-01,Inactive,true
PHONE-003955,+91-SYN-00003955,PERSON-002986,DEVICE-003955,SyntheticTel,2023-01-01,Active,true
