evidence_id,evidence_type,title,source,collection_date,file_reference,hash,status,case_id
E02240,Identity,Identity Record for Karan Mehta,Case Records,2025-08-14,CASEFILE-E02240,SHA256_704310E5A227E48C,Verified,C0219
E02241,Identity,Identity Record for Mahi Mishra,Financial Records,2025-05-30,CASEFILE-E02241,SHA256_003129310F89266E,Verified,C0219
E02242,Identity,Identity Record for Rhea Gupta,Case Records,2025-08-24,CASEFILE-E02242,SHA256_163BBFB8077FA21E,Verified,C0219
E02243,Identity,Identity Record for Aarav Gupta,Field Collection,2025-08-12,CASEFILE-E02243,SHA256_CD2AC0377494AA11,Verified,C0219
E02244,Identity,Identity Record for Zoya Iyer,Case Records,2025-08-23,CASEFILE-E02244,SHA256_6A6D7DC96AC63B7E,Verified,C0219
E02245,Identity,Identity Record for Tara Chavan,Telecom Records,2025-08-27,CASEFILE-E02245,SHA256_862B8040C52DEAE4,Verified,C0219
E02246,Identity,Identity Record for Isha Naik,Case Records,2025-08-29,CASEFILE-E02246,SHA256_176BAAEC671D60B9,Review,C0219
E02247,Identity,Identity Record for Vidhi Reddy,Telecom Records,2025-07-04,CASEFILE-E02247,SHA256_138BBA1F756139B2,Verified,C0219
E02248,OSINT,Alias Record for Dev Khan,Financial Records,2025-07-21,CASEFILE-E02248,SHA256_69B650930AD73B14,Verified,C0219
E02249,Identity,Identity Record for Zoya Ghosh,Field Collection,2025-06-04,CASEFILE-E02249,SHA256_7F7BAF9C0451E629,Review,C0219
E02250,Identity,Identity Record for Dhruv Menon,Telecom Records,2025-05-30,CASEFILE-E02250,SHA256_F9420DB1FF82C943,Review,C0219
E02251,Identity,Identity Record for Kunal Shetty,Case Records,2025-07-28,CASEFILE-E02251,SHA256_0A6CCC1787385B64,Verified,C0219
E02252,Identity,Identity Record for Rohan Mehta,Financial Records,2025-05-31,CASEFILE-E02252,SHA256_E50932B31D90B47A,Review,C0219
E02253,OSINT,Alias Record for Rohan Mehta,Case Records,2025-06-03,CASEFILE-E02253,SHA256_0975A142A81305BD,Review,C0219
E02254,Identity,Identity Record for Meera Malhotra,Telecom Records,2025-06-28,CASEFILE-E02254,SHA256_DEAD3A2D0A2BDE85,Review,C0219
E02255,Identity,Identity Record for Vikram Kapoor,Financial Records,2025-07-12,CASEFILE-E02255,SHA256_6C2CEC458543EBFA,Verified,C0219
E02256,Identity,Identity Record for Vikram Kapoor,Financial Records,2025-08-23,CASEFILE-E02256,SHA256_D289CFC0EA7FC6D8,Verified,C0219
E02257,Identity,Identity Record for Arjun Thakur,Telecom Records,2025-05-09,CASEFILE-E02257,SHA256_D31C249402168720,Verified,C0219
E02258,OSINT,Alias Record for Simran Shah,Financial Records,2025-08-03,CASEFILE-E02258,SHA256_68C52F721478B0BF,Verified,C0219
E02259,Identity,Identity Record for Riya Naik,Case Records,2025-08-26,CASEFILE-E02259,SHA256_EF82ABC9580FBFEC,Review,C0219
E02260,Identity,Identity Record for Naveen Saxena,Field Collection,2025-05-09,CASEFILE-E02260,SHA256_9F249515011BD382,Verified,C0219
E02261,Identity,Identity Record for Naveen Saxena,Telecom Records,2025-08-23,CASEFILE-E02261,SHA256_0D9F73864CFC3DB3,Review,C0219
E02262,Vehicle,Vehicle Record - Aniket Pillai,Telecom Records,2025-08-11,CASEFILE-E02262,SHA256_2298E7C2DF3E5549,Review,C0219
E02263,Vehicle,Vehicle Record - Rhea Gupta,Field Collection,2025-07-02,CASEFILE-E02263,SHA256_4228CCA748F88DB1,Verified,C0219
E02264,Vehicle,Vehicle Record - Pranav Patil,Telecom Records,2025-06-24,CASEFILE-E02264,SHA256_74AE368374B54234,Review,C0219
E02265,OSINT,Alias Record for Kiara Menon,Field Collection,2025-05-27,CASEFILE-E02265,SHA256_101D65C35BFE92E6,Verified,C0220
E02266,Identity,Identity Record for Trisha Mishra,Case Records,2025-05-10,CASEFILE-E02266,SHA256_211CA2D0EFC39527,Review,C0221
E02267,Identity,Identity Record for Rohan Gupta,Field Collection,2025-05-07,CASEFILE-E02267,SHA256_668566116C07F01D,Verified,C0221
E02268,OSINT,Alias Record for Naina Shetty,Field Collection,2025-05-12,CASEFILE-E02268,SHA256_1C756E3643AC0FF3,Verified,C0222
E02269,Identity,Identity Record for Pranav Thakur,Telecom Records,2025-01-07,CASEFILE-E02269,SHA256_2B8F9A2C251FC21D,Verified,C0222
E02270,Identity,Identity Record for Mohit Nair,Financial Records,2025-03-19,CASEFILE-E02270,SHA256_C3289E7E06C81D38,Review,C0222
E02271,Identity,Identity Record for Sameer Shah,Field Collection,2025-10-05,CASEFILE-E02271,SHA256_B6F8A1EB64BAEB5B,Review,C0222
E02272,Identity,Identity Record for Vikram Pillai,Case Records,2025-08-15,CASEFILE-E02272,SHA256_A736180B431A63DD,Review,C0222
E02273,Identity,Identity Record for Vikram Pillai,Field Collection,2025-02-16,CASEFILE-E02273,SHA256_C087485C7210A2F3,Verified,C0222
E02274,Identity,Identity Record for Yash Das,Field Collection,2025-07-27,CASEFILE-E02274,SHA256_B2F289B48D57F160,Verified,C0222
E02275,Identity,Identity Record for Raj Bansal,Financial Records,2025-08-17,CASEFILE-E02275,SHA256_ECAE0AD961F0BDC5,Verified,C0222
E02276,Vehicle,Vehicle Record - Sneha Jadhav,Case Records,2025-10-04,CASEFILE-E02276,SHA256_E3316E0B00CF0D55,Verified,C0222
E02277,Identity,Identity Record for Anushka Desai,Field Collection,2025-04-03,CASEFILE-E02277,SHA256_A96064BC2F55FB04,Verified,C0223
E02278,Identity,Identity Record for Trisha Bansal,Case Records,2025-07-25,CASEFILE-E02278,SHA256_642DA6D482292824,Review,C0223
E02279,Identity,Identity Record for Saurabh Patil,Case Records,2025-08-25,CASEFILE-E02279,SHA256_A9D9DC548C3F405B,Verified,C0223
E02280,Identity,Identity Record for Dev Shah,Case Records,2025-07-22,CASEFILE-E02280,SHA256_96C877FD8229FEAB,Verified,C0223
E02281,Identity,Identity Record for Rohan Ghosh,Case Records,2025-07-08,CASEFILE-E02281,SHA256_C61F1A712489A1EB,Verified,C0223
E02282,Identity,Identity Record for Ishaan Thakur,Telecom Records,2025-01-17,CASEFILE-E02282,SHA256_DDD29855BA85635C,Verified,C0224
E02283,Identity,Identity Record for Ishaan Thakur,Telecom Records,2025-01-14,CASEFILE-E02283,SHA256_698EE6909C52A9E4,Verified,C0224
E02284,Identity,Identity Record for Diya Verma,Financial Records,2025-06-13,CASEFILE-E02284,SHA256_0FA3A98807533869,Verified,C0224
E02285,Vehicle,Vehicle Record - Naina Jadhav,Field Collection,2025-01-08,CASEFILE-E02285,SHA256_2F2FD48009CC70BA,Verified,C0224
E02286,Identity,Identity Record for Neha Shetty,Field Collection,2025-07-15,CASEFILE-E02286,SHA256_69D3D6711AA325BB,Verified,C0225
E02287,Identity,Identity Record for Harsh Menon,Telecom Records,2025-02-22,CASEFILE-E02287,SHA256_ACCF41130A63164F,Verified,C0225
E02288,OSINT,Alias Record for Harsh Menon,Telecom Records,2025-10-15,CASEFILE-E02288,SHA256_9108BC9C9A311B2A,Verified,C0225
E02289,Identity,Identity Record for Vanya Desai,Field Collection,2025-07-10,CASEFILE-E02289,SHA256_3C4B9E12826F0DEC,Verified,C0226
E02290,Identity,Identity Record for Sana Rao,Field Collection,2025-08-14,CASEFILE-E02290,SHA256_64F2F206670CAABA,Review,C0226
E02291,Vehicle,Vehicle Record - Vanya Desai,Financial Records,2025-07-10,CASEFILE-E02291,SHA256_F924F51257D7E2A3,Review,C0226
E02292,Identity,Identity Record for Aditi Jadhav,Field Collection,2025-06-10,CASEFILE-E02292,SHA256_D6329D868C4109BD,Verified,C0227
E02293,Identity,Identity Record for Aditi Jadhav,Field Collection,2025-08-18,CASEFILE-E02293,SHA256_BEF3C0E2A15E7E93,Verified,C0227
E02294,Identity,Identity Record for Pooja Naik,Case Records,2025-08-18,CASEFILE-E02294,SHA256_604F4164602B8DC4,Verified,C0227
E02295,Identity,Identity Record for Arnav Nair,Field Collection,2025-05-24,CASEFILE-E02295,SHA256_B8830E618B1BA052,Verified,C0227
E02296,Identity,Identity Record for Kavya Mishra,Financial Records,2025-06-16,CASEFILE-E02296,SHA256_71E0D9FF2204DC78,Review,C0227
E02297,Identity,Identity Record for Trisha Singh,Field Collection,2025-08-11,CASEFILE-E02297,SHA256_4E4D814F3D850770,Verified,C0227
E02298,Identity,Identity Record for Yamini Menon,Field Collection,2025-04-28,CASEFILE-E02298,SHA256_363EDDF6010DE41C,Verified,C0227
E02299,Identity,Identity Record for Yamini Menon,Financial Records,2025-05-04,CASEFILE-E02299,SHA256_CDC51CE692CFFB2C,Verified,C0227
E02300,Identity,Identity Record for Rhea Bansal,Financial Records,2025-06-06,CASEFILE-E02300,SHA256_7AD37D46C6F399A6,Verified,C0227
E02301,Identity,Identity Record for Akash Ghosh,Field Collection,2025-07-12,CASEFILE-E02301,SHA256_FAF01C6AA2A4FFD9,Verified,C0227
E02302,Identity,Identity Record for Mahi Patil,Financial Records,2025-08-06,CASEFILE-E02302,SHA256_E3DB05EE41BE3B10,Verified,C0227
E02303,Identity,Identity Record for Ritesh Chavan,Case Records,2025-07-22,CASEFILE-E02303,SHA256_E4435CCB60E4B362,Verified,C0227
E02304,Vehicle,Vehicle Record - Kavya Mishra,Telecom Records,2025-05-16,CASEFILE-E02304,SHA256_F4E2776B9E152EC5,Verified,C0227
E02305,Vehicle,Vehicle Record - Pooja Menon,Financial Records,2025-05-01,CASEFILE-E02305,SHA256_63B78F39A68CCCE5,Verified,C0227
E02306,Identity,Identity Record for Pranav Jadhav,Financial Records,2025-12-18,CASEFILE-E02306,SHA256_4A0FE5AA8B874E3D,Verified,C0228
E02307,Identity,Identity Record for Saurabh Nair,Case Records,2025-04-17,CASEFILE-E02307,SHA256_6F5576982B62B033,Verified,C0228
E02308,Identity,Identity Record for Dhruv Patil,Case Records,2025-06-15,CASEFILE-E02308,SHA256_251CEF057EDC47E4,Verified,C0228
E02309,Identity,Identity Record for Isha Gupta,Field Collection,2025-04-27,CASEFILE-E02309,SHA256_757DCE0F1F182A04,Verified,C0228
E02310,Identity,Identity Record for Isha Gupta,Case Records,2025-11-18,CASEFILE-E02310,SHA256_C06A2F0F8310D755,Review,C0228
E02311,Identity,Identity Record for Manav Iyer,Financial Records,2025-03-11,CASEFILE-E02311,SHA256_3FE1291E0D5222BB,Review,C0228
E02312,Identity,Identity Record for Aditi Desai,Financial Records,2025-03-08,CASEFILE-E02312,SHA256_CE0BB856E05DF574,Verified,C0228
E02313,Identity,Identity Record for Siddharth Patil,Telecom Records,2025-05-13,CASEFILE-E02313,SHA256_567AE8457E73CB29,Review,C0228
E02314,Identity,Identity Record for Karan Bansal,Field Collection,2025-08-24,CASEFILE-E02314,SHA256_2AFFF91E6E41322B,Verified,C0228
E02315,Identity,Identity Record for Ritesh Naik,Telecom Records,2025-02-05,CASEFILE-E02315,SHA256_AF3857BE7EC345AD,Verified,C0228
E02316,Identity,Identity Record for Ritesh Naik,Financial Records,2025-04-16,CASEFILE-E02316,SHA256_1219C9C4381AD58D,Verified,C0228
E02317,Identity,Identity Record for Varun Joshi,Telecom Records,2025-05-28,CASEFILE-E02317,SHA256_6DAAEA6BEDAAFA27,Review,C0228
E02318,Vehicle,Vehicle Record - Manav Iyer,Field Collection,2025-02-27,CASEFILE-E02318,SHA256_34FD1BE9A2EB6CF3,Review,C0228
E02319,Vehicle,Vehicle Record - Aditi Desai,Case Records,2025-05-31,CASEFILE-E02319,SHA256_B28D3DBE7835B4B1,Verified,C0228
E02320,Vehicle,Vehicle Record - Varun Joshi,Case Records,2025-07-26,CASEFILE-E02320,SHA256_D36CE38D6CA4CE87,Verified,C0228
E02321,Identity,Identity Record for Kavya Sethi,Financial Records,2025-08-14,CASEFILE-E02321,SHA256_0AD9A29AAB50F254,Verified,C0229
E02322,Identity,Identity Record for Rahul Naik,Field Collection,2025-08-02,CASEFILE-E02322,SHA256_86E5822B5D9A5BCF,Verified,C0229
E02323,Identity,Identity Record for Tanvi Das,Financial Records,2025-06-11,CASEFILE-E02323,SHA256_94776696ED487509,Verified,C0229
E02324,OSINT,Alias Record for Diya Pillai,Telecom Records,2025-06-01,CASEFILE-E02324,SHA256_FFF9C0636C342A6B,Verified,C0229
E02325,Identity,Identity Record for Siddharth Khan,Field Collection,2025-07-13,CASEFILE-E02325,SHA256_BD45300156AAFA3E,Verified,C0229
E02326,Identity,Identity Record for Nisha Mehta,Case Records,2025-06-13,CASEFILE-E02326,SHA256_215EA1ABCDB84C6A,Verified,C0229
E02327,Identity,Identity Record for Akash Nair,Telecom Records,2025-08-22,CASEFILE-E02327,SHA256_1926ADE3A2F38A36,Verified,C0229
E02328,Identity,Identity Record for Akash Nair,Case Records,2025-08-26,CASEFILE-E02328,SHA256_240ED4D0906D7C63,Verified,C0229
E02329,Identity,Identity Record for Aman Desai,Field Collection,2025-07-31,CASEFILE-E02329,SHA256_DF793328D6AA055D,Verified,C0229
E02330,Identity,Identity Record for Trisha Gupta,Financial Records,2025-07-20,CASEFILE-E02330,SHA256_B538A3C84FBD4980,Verified,C0229
E02331,Identity,Identity Record for Raj Kulkarni,Field Collection,2025-06-23,CASEFILE-E02331,SHA256_B5765F40952E9398,Verified,C0229
E02332,Identity,Identity Record for Vivek Pillai,Field Collection,2025-07-12,CASEFILE-E02332,SHA256_B0ED51DCD0CBEDE1,Verified,C0229
E02333,Identity,Identity Record for Kiara Mishra,Field Collection,2025-08-09,CASEFILE-E02333,SHA256_86008D7D51B34833,Review,C0229
E02334,Identity,Identity Record for Meera Menon,Financial Records,2025-07-09,CASEFILE-E02334,SHA256_AD5C8FBCF75FE699,Review,C0229
E02335,Identity,Identity Record for Arjun Verma,Case Records,2025-07-28,CASEFILE-E02335,SHA256_1F5069B17AE1C62C,Verified,C0229
E02336,Identity,Identity Record for Arjun Verma,Telecom Records,2025-06-29,CASEFILE-E02336,SHA256_901E335178601DF1,Review,C0229
E02337,Identity,Identity Record for Anushka Saxena,Financial Records,2025-07-08,CASEFILE-E02337,SHA256_9DE1D77AF0390ADD,Verified,C0229
E02338,Identity,Identity Record for Ananya Mehta,Telecom Records,2025-08-27,CASEFILE-E02338,SHA256_8179ADD7D9E029E4,Verified,C0229
E02339,Identity,Identity Record for Tara Kapoor,Field Collection,2025-05-29,CASEFILE-E02339,SHA256_6E91BA0834B85E36,Review,C0229
E02340,Identity,Identity Record for Pranav Shetty,Financial Records,2025-07-10,CASEFILE-E02340,SHA256_A042D6E1EFA90881,Verified,C0229
E02341,Identity,Identity Record for Neha Verma,Case Records,2025-08-09,CASEFILE-E02341,SHA256_E8138A7C1813EACC,Verified,C0229
E02342,Identity,Identity Record for Anushka Thakur,Case Records,2025-07-24,CASEFILE-E02342,SHA256_6968FED3EA85D7F2,Verified,C0229
E02343,Identity,Identity Record for Aanya Patil,Telecom Records,2025-06-27,CASEFILE-E02343,SHA256_E920EE53BEF12A96,Verified,C0229
E02344,Identity,Identity Record for Simran Nair,Case Records,2025-07-23,CASEFILE-E02344,SHA256_960A5011D0C572AE,Verified,C0229
E02345,Identity,Identity Record for Mahi Pillai,Financial Records,2025-07-11,CASEFILE-E02345,SHA256_803A3556A9DA3050,Verified,C0229
E02346,Identity,Identity Record for Yamini Sethi,Telecom Records,2025-06-21,CASEFILE-E02346,SHA256_9FB84EEFAA2C6CD1,Verified,C0229
E02347,Identity,Identity Record for Naina Joshi,Case Records,2025-06-15,CASEFILE-E02347,SHA256_BF127953DDC2DCD4,Verified,C0229
E02348,Identity,Identity Record for Simran Thakur,Telecom Records,2025-08-04,CASEFILE-E02348,SHA256_D9EE029A5BC431C2,Verified,C0229
E02349,Identity,Identity Record for Vikram Khan,Telecom Records,2025-07-31,CASEFILE-E02349,SHA256_F3C9A428DCFD75F4,Verified,C0229
E02350,Identity,Identity Record for Vikram Khan,Telecom Records,2025-06-29,CASEFILE-E02350,SHA256_1CA02682C0111959,Verified,C0229
E02351,Identity,Identity Record for Siddharth Naik,Case Records,2025-06-11,CASEFILE-E02351,SHA256_27F70870948EC81A,Verified,C0229
E02352,Identity,Identity Record for Trisha Malhotra,Financial Records,2025-08-27,CASEFILE-E02352,SHA256_F04F820A27EAAF7F,Verified,C0229
E02353,Identity,Identity Record for Vidhi Naik,Financial Records,2025-06-05,CASEFILE-E02353,SHA256_C78EE159EC37328B,Verified,C0229
E02354,Identity,Identity Record for Dev Patil,Financial Records,2025-07-10,CASEFILE-E02354,SHA256_07A140A7A5AE9490,Verified,C0229
E02355,Identity,Identity Record for Simran Thakur,Case Records,2025-07-21,CASEFILE-E02355,SHA256_BE16D8F1B013762F,Verified,C0229
E02356,OSINT,Alias Record for Vikram Naik,Case Records,2025-05-27,CASEFILE-E02356,SHA256_E04CBE4E9778EE8F,Verified,C0229
E02357,OSINT,Alias Record for Simran Patil,Case Records,2025-06-08,CASEFILE-E02357,SHA256_3FAD36127E5A6480,Verified,C0229
E02358,Identity,Identity Record for Simran Joshi,Financial Records,2025-06-14,CASEFILE-E02358,SHA256_1CAE95203FD9D3C2,Verified,C0229
E02359,Vehicle,Vehicle Record - Siddharth Khan,Field Collection,2025-06-08,CASEFILE-E02359,SHA256_9A6CAFD0B293CF9E,Verified,C0229
E02360,Vehicle,Vehicle Record - Kavya Ghosh,Field Collection,2025-07-18,CASEFILE-E02360,SHA256_2458BC3B55929421,Verified,C0229
E02361,Vehicle,Vehicle Record - Kiara Mishra,Case Records,2025-07-05,CASEFILE-E02361,SHA256_7BBBA09CFCBE49CF,Review,C0229
E02362,Vehicle,Vehicle Record - Meera Menon,Financial Records,2025-08-15,CASEFILE-E02362,SHA256_E4BA0AA48CF5663E,Verified,C0229
E02363,Vehicle,Vehicle Record - Tanvi Das,Telecom Records,2025-06-20,CASEFILE-E02363,SHA256_F09C78FF363C9CA1,Verified,C0229
E02364,Vehicle,Vehicle Record - Mahi Pillai,Case Records,2025-08-14,CASEFILE-E02364,SHA256_CD42190C4C114EC7,Verified,C0229
E02365,Vehicle,Vehicle Record - Sneha Shah,Case Records,2025-05-26,CASEFILE-E02365,SHA256_8B8BD2BD12F2D593,Review,C0229
E02366,Vehicle,Vehicle Record - Simran Patil,Telecom Records,2025-08-30,CASEFILE-E02366,SHA256_74D0DCB225C7B2E7,Verified,C0229
E02367,OSINT,Alias Record for Anushka Patil,Case Records,2025-02-28,CASEFILE-E02367,SHA256_85552D955806EC90,Verified,C0230
E02368,Identity,Identity Record for Siddharth Nair,Case Records,2025-02-17,CASEFILE-E02368,SHA256_BC83F887244DCC76,Verified,C0230
E02369,Identity,Identity Record for Avni Gupta,Financial Records,2025-04-28,CASEFILE-E02369,SHA256_AC40618191AA73D5,Verified,C0231
E02370,Identity,Identity Record for Kavya Sethi,Case Records,2025-06-27,CASEFILE-E02370,SHA256_15AE7909418BA493,Verified,C0231
E02371,OSINT,Alias Record for Kavya Sethi,Field Collection,2025-01-02,CASEFILE-E02371,SHA256_49B7B15757E4B4D9,Review,C0231
E02372,Identity,Identity Record for Meera Menon,Case Records,2025-01-28,CASEFILE-E02372,SHA256_7619E65590017699,Verified,C0231
E02373,OSINT,Alias Record for Isha Khan,Telecom Records,2025-04-28,CASEFILE-E02373,SHA256_F9453462947F39ED,Review,C0231
E02374,Identity,Identity Record for Nisha Das,Financial Records,2025-12-21,CASEFILE-E02374,SHA256_4AD6E9CF7429D46B,Verified,C0231
E02375,Identity,Identity Record for Kunal Shah,Field Collection,2025-06-09,CASEFILE-E02375,SHA256_9CED00840BE2EF82,Verified,C0231
E02376,Identity,Identity Record for Sana Pillai,Financial Records,2025-03-08,CASEFILE-E02376,SHA256_72FA0B2813036759,Verified,C0231
E02377,Identity,Identity Record for Kunal Kapoor,Telecom Records,2025-08-29,CASEFILE-E02377,SHA256_192CA76F1F948A15,Verified,C0231
E02378,Identity,Identity Record for Kunal Kapoor,Financial Records,2025-07-07,CASEFILE-E02378,SHA256_139EEE0375870613,Verified,C0231
E02379,Identity,Identity Record for Mahi Malhotra,Case Records,2025-08-18,CASEFILE-E02379,SHA256_A8C1DF7F130EB514,Verified,C0231
E02380,OSINT,Alias Record for Sana Bhat,Field Collection,2025-12-27,CASEFILE-E02380,SHA256_C82DFE7B7FE8F7FA,Verified,C0231
E02381,Identity,Identity Record for Ananya Mishra,Financial Records,2025-07-14,CASEFILE-E02381,SHA256_6858C5D78AF373F0,Review,C0231
E02382,Identity,Identity Record for Yamini Khan,Telecom Records,2025-08-14,CASEFILE-E02382,SHA256_5BBA65EF3E2CBA68,Verified,C0231
E02383,Identity,Identity Record for Harsh Verma,Case Records,2025-02-28,CASEFILE-E02383,SHA256_944479FD44C41D41,Review,C0231
E02384,Identity,Identity Record for Kavya Bhat,Financial Records,2025-07-24,CASEFILE-E02384,SHA256_39F70225CCA6E765,Review,C0231
E02385,Identity,Identity Record for Zoya Ghosh,Field Collection,2025-03-25,CASEFILE-E02385,SHA256_FBACD24BBC2604CF,Review,C0231
E02386,Identity,Identity Record for Aditya Sethi,Field Collection,2025-02-11,CASEFILE-E02386,SHA256_3490E08D87F472C5,Verified,C0231
E02387,Identity,Identity Record for Aditya Sethi,Field Collection,2025-04-10,CASEFILE-E02387,SHA256_5925016702830C96,Verified,C0231
E02388,Identity,Identity Record for Kunal Menon,Telecom Records,2025-02-27,CASEFILE-E02388,SHA256_01192FE39318144D,Verified,C0231
E02389,Identity,Identity Record for Kunal Menon,Field Collection,2025-01-11,CASEFILE-E02389,SHA256_58EDED56C4328E4F,Verified,C0231
E02390,Identity,Identity Record for Dev Singh,Field Collection,2025-08-16,CASEFILE-E02390,SHA256_29E8C1B447D01D87,Verified,C0231
E02391,Identity,Identity Record for Sneha Das,Financial Records,2025-05-12,CASEFILE-E02391,SHA256_A37D45A1ABFE2226,Review,C0231
E02392,Identity,Identity Record for Aditya Malhotra,Financial Records,2025-07-06,CASEFILE-E02392,SHA256_D1182BDB5A5F6D7B,Verified,C0231
E02393,Identity,Identity Record for Avni Ghosh,Field Collection,2025-02-08,CASEFILE-E02393,SHA256_14C774E61E664D62,Verified,C0231
E02394,Identity,Identity Record for Neha Menon,Field Collection,2025-03-29,CASEFILE-E02394,SHA256_D7360B2EA5AD1213,Review,C0231
E02395,OSINT,Alias Record for Neha Menon,Telecom Records,2025-03-16,CASEFILE-E02395,SHA256_ADFD104A10109A2F,Review,C0231
E02396,Vehicle,Vehicle Record - Kavya Sethi,Financial Records,2025-12-18,CASEFILE-E02396,SHA256_00FDBDFFB0756C7E,Review,C0231
E02397,Vehicle,Vehicle Record - Sana Pillai,Financial Records,2025-03-31,CASEFILE-E02397,SHA256_AE8542B2E81F5BF1,Verified,C0231
E02398,Vehicle,Vehicle Record - Aditya Sethi,Financial Records,2025-02-22,CASEFILE-E02398,SHA256_BA1A52B87A25D297,Verified,C0231
E02399,Vehicle,Vehicle Record - Sneha Das,Field Collection,2025-02-25,CASEFILE-E02399,SHA256_A4F17083013735A9,Verified,C0231
E02400,Identity,Identity Record for Tara Naik,Financial Records,2025-08-11,CASEFILE-E02400,SHA256_2747AC122AB377F5,Verified,C0232
E02401,Identity,Identity Record for Pooja Nair,Field Collection,2025-07-23,CASEFILE-E02401,SHA256_93B9A489E7EA9A35,Review,C0232
E02402,Identity,Identity Record for Rohan Shetty,Field Collection,2025-07-30,CASEFILE-E02402,SHA256_BE98EABD93485883,Verified,C0232
E02403,Identity,Identity Record for Shreya Nair,Field Collection,2025-08-12,CASEFILE-E02403,SHA256_186328F1096D8088,Verified,C0232
E02404,Identity,Identity Record for Kiara Malhotra,Case Records,2025-07-21,CASEFILE-E02404,SHA256_49B12838C1FA38F4,Review,C0232
E02405,Identity,Identity Record for Dhruv Singh,Financial Records,2025-08-02,CASEFILE-E02405,SHA256_A3548FE205275BA1,Review,C0232
E02406,Identity,Identity Record for Arjun Rao,Case Records,2025-08-20,CASEFILE-E02406,SHA256_DBD5206D7E93FBA8,Verified,C0232
E02407,Identity,Identity Record for Arjun Rao,Telecom Records,2025-08-31,CASEFILE-E02407,SHA256_21F3098B690AD763,Verified,C0232
E02408,Vehicle,Vehicle Record - Kiara Malhotra,Case Records,2025-08-06,CASEFILE-E02408,SHA256_EE1789A574197941,Verified,C0232
E02409,Vehicle,Vehicle Record - Dhruv Singh,Case Records,2025-07-28,CASEFILE-E02409,SHA256_A641953734511E13,Verified,C0232
E02410,Identity,Identity Record for Rahul Kulkarni,Telecom Records,2025-02-26,CASEFILE-E02410,SHA256_F38F10DA7B1F498C,Verified,C0233
E02411,Identity,Identity Record for Sneha Singh,Field Collection,2025-02-25,CASEFILE-E02411,SHA256_319FBCA379BF5E00,Verified,C0233
E02412,Identity,Identity Record for Pooja Sethi,Telecom Records,2025-05-27,CASEFILE-E02412,SHA256_A4C2481BB64A3675,Verified,C0233
E02413,Vehicle,Vehicle Record - Rhea Thakur,Financial Records,2025-02-07,CASEFILE-E02413,SHA256_019AE3EE241C8570,Verified,C0234
E02414,Identity,Identity Record for Pallavi Gupta,Financial Records,2025-05-05,CASEFILE-E02414,SHA256_CD1B7BA693D4B7DC,Verified,C0235
E02415,OSINT,Alias Record for Pallavi Gupta,Field Collection,2025-05-24,CASEFILE-E02415,SHA256_96C6B126F1F8A8C2,Review,C0235
E02416,Identity,Identity Record for Ishaan Kapoor,Field Collection,2025-03-03,CASEFILE-E02416,SHA256_5D7799245CD0AF76,Verified,C0235
E02417,Identity,Identity Record for Sneha Reddy,Field Collection,2025-04-03,CASEFILE-E02417,SHA256_0F2AD6F7042DF862,Review,C0235
E02418,OSINT,Alias Record for Rohan Shetty,Case Records,2025-01-11,CASEFILE-E02418,SHA256_35462378975D9B1D,Review,C0236
E02419,Identity,Identity Record for Avni Bhat,Telecom Records,2025-08-08,CASEFILE-E02419,SHA256_79B554820D76BF78,Verified,C0237
E02420,Identity,Identity Record for Varun Kapoor,Field Collection,2025-08-06,CASEFILE-E02420,SHA256_EE746D25FC392AA9,Review,C0237
E02421,Identity,Identity Record for Ritesh Khan,Telecom Records,2025-07-14,CASEFILE-E02421,SHA256_A9A83BE28AE239A5,Verified,C0237
E02422,Identity,Identity Record for Ritesh Khan,Field Collection,2025-07-30,CASEFILE-E02422,SHA256_FD0A5034E967A809,Review,C0237
E02423,Identity,Identity Record for Anushka Desai,Telecom Records,2025-07-05,CASEFILE-E02423,SHA256_F8C475C7ADB3D2C5,Verified,C0237
E02424,Identity,Identity Record for Siddharth Gupta,Field Collection,2025-07-29,CASEFILE-E02424,SHA256_6CA1FD859EFF5E4F,Verified,C0237
E02425,OSINT,Alias Record for Pooja Malhotra,Financial Records,2025-07-24,CASEFILE-E02425,SHA256_8207586AF3E8D30E,Verified,C0237
E02426,Identity,Identity Record for Simran Desai,Telecom Records,2025-08-26,CASEFILE-E02426,SHA256_B5E9006860F02004,Verified,C0237
E02427,Identity,Identity Record for Diya Gupta,Case Records,2025-08-22,CASEFILE-E02427,SHA256_E712952557B6B224,Review,C0237
E02428,Identity,Identity Record for Aarav Nair,Case Records,2025-07-13,CASEFILE-E02428,SHA256_BAD51AA92F4A4521,Verified,C0237
E02429,OSINT,Alias Record for Manav Pillai,Case Records,2025-07-14,CASEFILE-E02429,SHA256_C9FFBF88073853CA,Verified,C0237
E02430,Identity,Identity Record for Trisha Mishra,Case Records,2025-08-08,CASEFILE-E02430,SHA256_549F016D7777D826,Verified,C0237
E02431,Identity,Identity Record for Aman Bhat,Financial Records,2025-08-12,CASEFILE-E02431,SHA256_69C8EC961CAFC418,Verified,C0237
E02432,Identity,Identity Record for Vanya Menon,Field Collection,2025-07-07,CASEFILE-E02432,SHA256_546082B3E9E23A87,Review,C0237
E02433,Identity,Identity Record for Arjun Naik,Telecom Records,2025-07-20,CASEFILE-E02433,SHA256_6609AE02703374BB,Verified,C0237
