account_id,account_number,account_type,bank_name,holder_person_id,holder_organization_id,ifsc,status,case_id
ACC01027,87809550305965,Current,Harbor Union Bank,P01749,,HUBK0549730,Active,C0127
ACC01028,68339249240617,Current,Evergreen Finance Bank,P01750,,HUBK0563188,Active,C0127
ACC01029,5562443788779,Savings,Harbor Union Bank,P01751,,HUBK0655298,Active,C0127
ACC01030,774805332205,Current,Riverview Commercial Bank,P01753,,HUBK0218635,Active,C0127
ACC01031,597568375785,Savings,Riverview Commercial Bank,,O0074,HUBK0177148,Active,C0127
ACC01032,790070395535367,Current,Riverview Commercial Bank,P01756,,HUBK0390131,Inactive,C0128
ACC01033,8010364962776445,Current,Harbor Union Bank,P01757,,HUBK0693780,Active,C0128
ACC01034,3763266340637,Current,Pioneer Urban Bank,P01760,,HUBK0096459,Active,C0128
ACC01035,4035424502916,Current,Pioneer Urban Bank,P01761,,HUBK0255790,Active,C0128
ACC01036,882262450549475,Current,Cedar National Bank,P01763,,HUBK0246881,Active,C0129
ACC01037,166965205883,Savings,Riverview Commercial Bank,P01764,,HUBK0578181,Inactive,C0129
ACC01038,4830543354548,Savings,Evergreen Finance Bank,P01765,,HUBK0548712,Active,C0129
ACC01039,7052661678178296,Current,Pioneer Urban Bank,P01767,,HUBK0379015,Active,C0129
ACC01040,323958938928411,Savings,Cedar National Bank,P01769,,HUBK0166454,Active,C0129
ACC01041,6103312145581,Savings,Pioneer Urban Bank,P01770,,HUBK0509022,Active,C0129
ACC01042,8701397663972,Current,Summit Cooperative Bank,P01771,,HUBK0110460,Active,C0130
ACC01043,39429679118706,Savings,Evergreen Finance Bank,P01776,,HUBK0794998,Inactive,C0130
ACC01044,669017942724520,Current,Pioneer Urban Bank,P01777,,HUBK0467274,Active,C0130
ACC01045,35587183005,Savings,Evergreen Finance Bank,P01778,,HUBK0881551,Active,C0130
ACC01046,10119237732,Current,Riverview Commercial Bank,P01781,,HUBK0624691,Active,C0130
ACC01047,9956773253815089,Savings,Riverview Commercial Bank,P01782,,HUBK0197043,Active,C0130
ACC01048,65727718067943,Savings,Harbor Union Bank,P01783,,HUBK0759469,Active,C0130
ACC01049,361145785539574,Savings,Cedar National Bank,P01786,,HUBK0890741,Active,C0130
ACC01050,5566588023786,Savings,Summit Cooperative Bank,P01789,,HUBK0311904,Inactive,C0130
ACC01051,79294909690136,Savings,Cedar National Bank,P01790,,HUBK0312367,Active,C0130
ACC01052,388971999967973,Current,Cedar National Bank,P01792,,HUBK0669885,Active,C0130
ACC01053,395432751246,Current,Harbor Union Bank,P01795,,HUBK0500778,Active,C0130
ACC01054,129329150511,Savings,Summit Cooperative Bank,P01796,,HUBK0002855,Active,C0130
ACC01055,14562601136077,Current,Cedar National Bank,P01797,,HUBK0730512,Active,C0130
ACC01056,1631313141198650,Current,Cedar National Bank,P01799,,HUBK0966227,Active,C0130
ACC01057,7613255576294,Savings,Harbor Union Bank,P01801,,HUBK0668636,Active,C0130
ACC01058,103896574110,Current,Cedar National Bank,P01802,,HUBK0033996,Inactive,C0130
ACC01059,919060551090,Savings,Summit Cooperative Bank,P01804,,HUBK0903759,Inactive,C0130
ACC01060,837958235523,Savings,Riverview Commercial Bank,P01806,,HUBK0053546,Active,C0130
ACC01061,42715220727311,Savings,Pioneer Urban Bank,P01808,,HUBK0212713,Active,C0130
ACC01062,22447011577218,Savings,Pioneer Urban Bank,P01809,,HUBK0310024,Active,C0130
ACC01063,634086703486,Savings,Cedar National Bank,P01810,,HUBK0939543,Inactive,C0130
ACC01064,75685651111417,Savings,Cedar National Bank,P01812,,HUBK0724180,Active,C0130
ACC01065,511643665110,Current,Riverview Commercial Bank,P01814,,HUBK0790031,Active,C0130
ACC01066,91163885076198,Savings,Evergreen Finance Bank,P01816,,HUBK0338036,Active,C0130
ACC01067,1609973883673,Current,Summit Cooperative Bank,P01817,,HUBK0296999,Active,C0130
ACC01068,758264256634,Current,Pioneer Urban Bank,P01819,,HUBK0901139,Active,C0130
ACC01069,629095920179,Savings,Cedar National Bank,P01820,,HUBK0033117,Active,C0130
ACC01070,778715208401927,Savings,Pioneer Urban Bank,,O0077,HUBK0959037,Active,C0130
ACC01071,18051720816437,Savings,Cedar National Bank,P01822,,HUBK0659431,Active,C0131
ACC01072,98012624545237,Savings,Cedar National Bank,P01823,,HUBK0787355,Active,C0131
ACC01073,5258145436307,Current,Cedar National Bank,P01824,,HUBK0295859,Inactive,C0131
ACC01074,14582237900566,Current,Summit Cooperative Bank,P01825,,HUBK0828528,Active,C0131
ACC01075,913773182357,Current,Summit Cooperative Bank,P01826,,HUBK0313990,Active,C0131
ACC01076,194534795088209,Current,Riverview Commercial Bank,,O0078,HUBK0835358,Active,C0131
ACC01077,5735434976009096,Current,Pioneer Urban Bank,P01827,,HUBK0050666,Active,C0132
ACC01078,17821984904373,Savings,Cedar National Bank,P01830,,HUBK0393724,Active,C0132
ACC01079,765035717762,Current,Riverview Commercial Bank,P01831,,HUBK0289127,Active,C0132
ACC01080,209779834609542,Current,Evergreen Finance Bank,P01833,,HUBK0599979,Active,C0132
ACC01081,66767236145374,Current,Harbor Union Bank,P01836,,HUBK0931958,Inactive,C0132
ACC01082,9365311069338,Current,Harbor Union Bank,P01837,,HUBK0923119,Active,C0132
ACC01083,5287121447642,Current,Cedar National Bank,P01838,,HUBK0835611,Active,C0132
ACC01084,773134558698259,Current,Pioneer Urban Bank,P01840,,HUBK0728894,Active,C0132
ACC01085,5980754035357215,Savings,Evergreen Finance Bank,P01846,,HUBK0406799,Active,C0132
ACC01086,6052589579205700,Current,Evergreen Finance Bank,P01848,,HUBK0297349,Inactive,C0132
ACC01087,4450888899264,Savings,Pioneer Urban Bank,P01849,,HUBK0734608,Active,C0132
ACC01088,7941283402012,Savings,Evergreen Finance Bank,P01850,,HUBK0512536,Active,C0132
ACC01089,4848321493664,Savings,Harbor Union Bank,P01855,,HUBK0636569,Active,C0132
ACC01090,51177792358725,Savings,Pioneer Urban Bank,P01856,,HUBK0722628,Active,C0133
ACC01091,261408673845412,Current,Harbor Union Bank,P01858,,HUBK0801385,Active,C0133
ACC01092,402536067557,Savings,Cedar National Bank,P01859,,HUBK0977019,Active,C0133
ACC01093,348549056616419,Savings,Summit Cooperative Bank,P01862,,HUBK0981844,Active,C0133
ACC01094,28296511922098,Savings,Harbor Union Bank,P01866,,HUBK0378100,Active,C0134
ACC01095,8811800296510136,Current,Riverview Commercial Bank,P01867,,HUBK0860064,Active,C0134
ACC01096,495952415186,Current,Cedar National Bank,P01868,,HUBK0553989,Active,C0134
ACC01097,358083227522,Current,Riverview Commercial Bank,P01870,,HUBK0704976,Active,C0134
ACC01098,91632097275587,Savings,Evergreen Finance Bank,P01873,,HUBK0705292,Active,C0135
ACC01099,18653450839029,Current,Riverview Commercial Bank,P01876,,HUBK0566077,Active,C0135
ACC01100,58819648056812,Savings,Cedar National Bank,P01877,,HUBK0830365,Active,C0135
ACC01101,746825356182,Savings,Cedar National Bank,P01878,,HUBK0018472,Active,C0136
ACC01102,1823483112063755,Current,Pioneer Urban Bank,P01884,,HUBK0768149,Active,C0136
ACC01103,224613435330,Current,Pioneer Urban Bank,P01885,,HUBK0439871,Active,C0136
ACC01104,4116960550872193,Current,Evergreen Finance Bank,P01886,,HUBK0718856,Active,C0136
ACC01105,6832429024217383,Current,Summit Cooperative Bank,P01887,,HUBK0576909,Active,C0136
ACC01106,1859340731625421,Current,Evergreen Finance Bank,P01888,,HUBK0708249,Active,C0136
ACC01107,5010943900627,Savings,Pioneer Urban Bank,P01890,,HUBK0351540,Active,C0136
ACC01108,1319274057034883,Savings,Pioneer Urban Bank,P01891,,HUBK0849331,Inactive,C0136
ACC01109,1017845069645,Current,Evergreen Finance Bank,P01894,,HUBK0890921,Active,C0136
ACC01110,4660297761146,Savings,Harbor Union Bank,P01895,,HUBK0558301,Active,C0136
ACC01111,672713617148,Savings,Cedar National Bank,P01896,,HUBK0573025,Active,C0136
ACC01112,8618758058675,Savings,Evergreen Finance Bank,P01898,,HUBK0651410,Active,C0136
ACC01113,2382688087627635,Current,Riverview Commercial Bank,P01901,,HUBK0206665,Active,C0136
ACC01114,974003284478,Current,Riverview Commercial Bank,P01903,,HUBK0865712,Active,C0136
ACC01115,4967617800112,Current,Evergreen Finance Bank,P01905,,HUBK0528436,Active,C0137
ACC01116,92774037262797,Current,Cedar National Bank,P01906,,HUBK0192680,Active,C0137
ACC01117,1429935064099277,Savings,Harbor Union Bank,P01907,,HUBK0377931,Active,C0137
ACC01118,4288869206741,Current,Riverview Commercial Bank,P01909,,HUBK0952300,Active,C0137
ACC01119,39922059743,Savings,Pioneer Urban Bank,P01910,,HUBK0516395,Active,C0137
ACC01120,43400490689057,Current,Harbor Union Bank,P01911,,HUBK0651265,Active,C0137
ACC01121,3996296047377,Current,Summit Cooperative Bank,P01912,,HUBK0771888,Active,C0137
ACC01122,214975423601,Current,Riverview Commercial Bank,P01913,,HUBK0242175,Active,C0137
ACC01123,4102094110872963,Savings,Summit Cooperative Bank,P01914,,HUBK0255201,Active,C0137
ACC01124,879693001728441,Current,Riverview Commercial Bank,P01916,,HUBK0250611,Inactive,C0137
ACC01125,3216010453871,Current,Riverview Commercial Bank,P01918,,HUBK0348985,Active,C0137
ACC01126,778320487726,Savings,Harbor Union Bank,P01919,,HUBK0794442,Active,C0137
ACC01127,560745060245,Current,Pioneer Urban Bank,P01920,,HUBK0522137,Active,C0137
ACC01128,4829921401674623,Current,Harbor Union Bank,P01922,,HUBK0549952,Active,C0137
ACC01129,1528968811919210,Savings,Pioneer Urban Bank,P01924,,HUBK0593099,Active,C0137
ACC01130,264999621541,Savings,Cedar National Bank,P01928,,HUBK0981785,Active,C0138
ACC01131,529914543504,Current,Summit Cooperative Bank,P01931,,HUBK0048356,Active,C0138
ACC01132,4421361491226708,Savings,Riverview Commercial Bank,P01935,,HUBK0093083,Active,C0138
ACC01133,92833818307448,Savings,Summit Cooperative Bank,P01940,,HUBK0972373,Active,C0139
ACC01134,30128879879446,Savings,Harbor Union Bank,P01943,,HUBK0923652,Active,C0139
ACC01135,5659524694236802,Current,Harbor Union Bank,P01944,,HUBK0287888,Active,C0139
ACC01136,7388598600682,Current,Riverview Commercial Bank,P01945,,HUBK0397427,Active,C0139
ACC01137,77902590720,Current,Evergreen Finance Bank,P01948,,HUBK0131393,Active,C0139
ACC01138,62177136220882,Savings,Pioneer Urban Bank,P01949,,HUBK0017174,Active,C0139
ACC01139,97597861896429,Current,Harbor Union Bank,P01950,,HUBK0503345,Active,C0139
ACC01140,6314993956137,Current,Riverview Commercial Bank,P01951,,HUBK0390802,Active,C0139
ACC01141,331656538231129,Current,Riverview Commercial Bank,P01953,,HUBK0994380,Active,C0139
ACC01142,663627656752,Savings,Harbor Union Bank,P01954,,HUBK0884221,Active,C0139
ACC01143,7410627918863,Current,Pioneer Urban Bank,P01955,,HUBK0341427,Active,C0139
ACC01144,374926722485,Current,Riverview Commercial Bank,P01956,,HUBK0118031,Active,C0139
ACC01145,87257005695228,Current,Evergreen Finance Bank,P01957,,HUBK0113837,Active,C0139
ACC01146,765139319896,Savings,Harbor Union Bank,P01959,,HUBK0634839,Active,C0139
ACC01147,18514826653810,Current,Riverview Commercial Bank,P01960,,HUBK0647613,Inactive,C0139
ACC01148,36652984833087,Current,Summit Cooperative Bank,P01961,,HUBK0940082,Active,C0139
ACC01149,234147505407158,Current,Riverview Commercial Bank,P01962,,HUBK0825014,Active,C0139
ACC01150,7232049838253298,Current,Pioneer Urban Bank,P01964,,HUBK0827651,Active,C0139
ACC01151,34245535641554,Current,Summit Cooperative Bank,P01970,,HUBK0023971,Active,C0139
ACC01152,56940625291251,Savings,Harbor Union Bank,P01971,,HUBK0972788,Inactive,C0139
ACC01153,5064478342912,Current,Evergreen Finance Bank,P01974,,HUBK0199537,Active,C0139
ACC01154,131245549270172,Savings,Cedar National Bank,P01975,,HUBK0274958,Active,C0139
ACC01155,54901569124756,Current,Riverview Commercial Bank,P01976,,HUBK0117992,Active,C0139
ACC01156,80612323627,Savings,Pioneer Urban Bank,P01978,,HUBK0236320,Active,C0139
ACC01157,575187316806,Savings,Riverview Commercial Bank,P01979,,HUBK0671306,Active,C0139
ACC01158,758091569772,Savings,Evergreen Finance Bank,P01982,,HUBK0602388,Active,C0139
ACC01159,71511726852291,Savings,Riverview Commercial Bank,P01983,,HUBK0689436,Active,C0139
ACC01160,214765056294,Current,Pioneer Urban Bank,P01985,,HUBK0769160,Active,C0140
ACC01161,8836965158372025,Savings,Harbor Union Bank,P01986,,HUBK0585964,Active,C0140
ACC01162,61544565275705,Savings,Evergreen Finance Bank,P01987,,HUBK0020500,Active,C0140
ACC01163,89011797279075,Savings,Riverview Commercial Bank,P01988,,HUBK0002566,Active,C0140
ACC01164,5166602160426531,Savings,Pioneer Urban Bank,P01989,,HUBK0737028,Active,C0140
ACC01165,521950190531,Current,Cedar National Bank,P01990,,HUBK0690165,Active,C0140
ACC01166,4986251205921062,Current,Cedar National Bank,P01992,,HUBK0869624,Active,C0140
ACC01167,735588275424567,Current,Harbor Union Bank,P01995,,HUBK0724790,Active,C0140
ACC01168,761798766667,Current,Pioneer Urban Bank,P01997,,HUBK0158865,Active,C0140
ACC01169,7026629178009488,Savings,Cedar National Bank,P01998,,HUBK0813383,Active,C0140
ACC01170,752434450376,Savings,Evergreen Finance Bank,P01999,,HUBK0946649,Active,C0140
ACC01171,361631713264,Current,Cedar National Bank,P02004,,HUBK0180118,Active,C0140
ACC01172,36825229166,Current,Pioneer Urban Bank,P02005,,HUBK0596606,Active,C0140
ACC01173,647374318228154,Savings,Evergreen Finance Bank,P02008,,HUBK0585646,Active,C0141
ACC01174,82502273136012,Current,Summit Cooperative Bank,P02009,,HUBK0528421,Active,C0141
ACC01175,525196882007,Current,Riverview Commercial Bank,P02010,,HUBK0098748,Active,C0141
ACC01176,653271743780,Current,Harbor Union Bank,P02014,,HUBK0769464,Active,C0141
ACC01177,5508310156190794,Savings,Harbor Union Bank,P02016,,HUBK0214669,Active,C0141
ACC01178,88994257118,Current,Riverview Commercial Bank,P02017,,HUBK0396627,Active,C0141
ACC01179,4053326472415512,Current,Summit Cooperative Bank,P02018,,HUBK0793066,Active,C0141
ACC01180,3514465613271016,Savings,Summit Cooperative Bank,P02020,,HUBK0766284,Active,C0141
ACC01181,242780128545,Savings,Cedar National Bank,P02021,,HUBK0828538,Active,C0141
ACC01182,757189745651,Savings,Harbor Union Bank,P02022,,HUBK0999583,Active,C0141
ACC01183,722687433865953,Current,Harbor Union Bank,P02024,,HUBK0005590,Active,C0142
ACC01184,435029351589754,Savings,Summit Cooperative Bank,P02027,,HUBK0855595,Active,C0142
ACC01185,884429662736228,Current,Summit Cooperative Bank,P02029,,HUBK0790981,Active,C0143
ACC01186,3906388353923,Savings,Harbor Union Bank,P02031,,HUBK0673075,Active,C0143
ACC01187,3707170308408415,Savings,Summit Cooperative Bank,P02032,,HUBK0947676,Active,C0143
ACC01188,839188644842,Savings,Evergreen Finance Bank,P02034,,HUBK0114445,Active,C0144
ACC01189,2484011842384540,Savings,Evergreen Finance Bank,P02037,,HUBK0511982,Active,C0144
ACC01190,3396492791510,Current,Evergreen Finance Bank,P02039,,HUBK0536406,Active,C0144
ACC01191,885294730850,Savings,Summit Cooperative Bank,P02040,,HUBK0034970,Inactive,C0144
ACC01192,833390558072091,Current,Evergreen Finance Bank,P02042,,HUBK0552974,Active,C0144
ACC01193,641550675832,Savings,Evergreen Finance Bank,P02043,,HUBK0495947,Active,C0144
ACC01194,203516715363,Current,Cedar National Bank,P02045,,HUBK0223517,Active,C0144
ACC01195,850497477073,Current,Evergreen Finance Bank,P02046,,HUBK0094325,Active,C0144
ACC01196,6447991202326568,Savings,Riverview Commercial Bank,P02047,,HUBK0665386,Active,C0144
ACC01197,7706610925512981,Current,Cedar National Bank,P02051,,HUBK0524134,Active,C0144
ACC01198,8717433748142762,Savings,Pioneer Urban Bank,P02052,,HUBK0018821,Active,C0144
ACC01199,2215171367245,Current,Cedar National Bank,P02054,,HUBK0957074,Active,C0144
ACC01200,16373750045882,Current,Evergreen Finance Bank,P02055,,HUBK0025895,Active,C0144
ACC01201,336687798195856,Current,Pioneer Urban Bank,P02061,,HUBK0833465,Inactive,C0145
ACC01202,660313177987773,Savings,Evergreen Finance Bank,P02063,,HUBK0291467,Active,C0145
ACC01203,15859827086438,Current,Cedar National Bank,P02064,,HUBK0338231,Active,C0145
ACC01204,5300477487767048,Current,Cedar National Bank,P02069,,HUBK0448771,Active,C0145
ACC01205,5206857230060616,Current,Pioneer Urban Bank,P02072,,HUBK0321722,Inactive,C0145
ACC01206,298714661657321,Savings,Cedar National Bank,P02077,,HUBK0828767,Active,C0145
ACC01207,738154567084,Current,Pioneer Urban Bank,P02078,,HUBK0290441,Inactive,C0145
ACC01208,731368263736410,Current,Harbor Union Bank,P02080,,HUBK0832383,Active,C0145
ACC01209,8691236431645,Current,Summit Cooperative Bank,P02082,,HUBK0960916,Active,C0145
ACC01210,986250124034,Savings,Cedar National Bank,P02086,,HUBK0596068,Active,C0145
ACC01211,338625007867,Current,Riverview Commercial Bank,P02087,,HUBK0578795,Active,C0145
ACC01212,36999365524278,Current,Harbor Union Bank,P02088,,HUBK0784826,Active,C0146
ACC01213,745284918819009,Savings,Summit Cooperative Bank,P02089,,HUBK0818503,Active,C0146
ACC01214,70522420850691,Current,Cedar National Bank,P02090,,HUBK0313212,Active,C0147
ACC01215,2722071842825769,Current,Evergreen Finance Bank,P02091,,HUBK0163864,Active,C0147
ACC01216,993942835752225,Current,Cedar National Bank,P02092,,HUBK0376667,Active,C0147
ACC01217,570418931388354,Current,Summit Cooperative Bank,P02094,,HUBK0823529,Active,C0147
ACC01218,3190811934672,Current,Pioneer Urban Bank,P02096,,HUBK0180711,Active,C0147
ACC01219,202197966118091,Savings,Summit Cooperative Bank,P02099,,HUBK0426234,Active,C0147
ACC01220,1110387155658,Current,Summit Cooperative Bank,P02101,,HUBK0398007,Active,C0147
ACC01221,579581402124,Current,Cedar National Bank,P02102,,HUBK0443385,Active,C0147
ACC01222,11396939630561,Current,Harbor Union Bank,P02103,,HUBK0865858,Active,C0147
ACC01223,78139454166911,Savings,Riverview Commercial Bank,P02108,,HUBK0318798,Active,C0147
ACC01224,727049038365027,Current,Harbor Union Bank,P02109,,HUBK0033446,Active,C0147
ACC01225,436207618513,Current,Harbor Union Bank,P02111,,HUBK0093275,Active,C0147
ACC01226,4788567978752,Savings,Riverview Commercial Bank,P02115,,HUBK0905085,Active,C0147
ACC01227,54264725783918,Savings,Summit Cooperative Bank,P02116,,HUBK0831178,Active,C0147
ACC01228,3833767342222276,Current,Evergreen Finance Bank,P02117,,HUBK0301719,Active,C0147
ACC01229,24086433785,Current,Evergreen Finance Bank,P02118,,HUBK0509307,Active,C0147
ACC01230,7317723268170,Savings,Harbor Union Bank,P02119,,HUBK0813425,Active,C0148
ACC01231,56983004629773,Current,Cedar National Bank,P02120,,HUBK0044971,Active,C0148
ACC01232,645861964820,Current,Summit Cooperative Bank,P02121,,HUBK0932344,Active,C0148
ACC01233,841704948606812,Savings,Cedar National Bank,P02123,,HUBK0159508,Active,C0149
ACC01234,1579806838428826,Current,Pioneer Urban Bank,P02124,,HUBK0851316,Active,C0149
ACC01235,5714820677307,Savings,Pioneer Urban Bank,P02126,,HUBK0987390,Active,C0149
ACC01236,7126660253022,Current,Harbor Union Bank,P02127,,HUBK0854203,Active,C0149
ACC01237,827345028490,Current,Riverview Commercial Bank,P02128,,HUBK0004048,Active,C0149
ACC01238,723304578802,Current,Riverview Commercial Bank,,O0087,HUBK0985897,Active,C0149
ACC01239,676218408764410,Current,Summit Cooperative Bank,P02131,,HUBK0554401,Inactive,C0150
ACC01240,6196935141739474,Savings,Pioneer Urban Bank,P02132,,HUBK0276246,Active,C0150
ACC01241,9587973786223888,Current,Harbor Union Bank,P02133,,HUBK0136879,Active,C0150
ACC01242,414766867131503,Current,Pioneer Urban Bank,P02135,,HUBK0091634,Active,C0150
ACC01243,1626838407193,Current,Riverview Commercial Bank,P02136,,HUBK0972411,Active,C0150
ACC01244,947301864931,Current,Riverview Commercial Bank,P02139,,HUBK0101849,Active,C0150
ACC01245,988557549039933,Current,Riverview Commercial Bank,P02140,,HUBK0918822,Active,C0150
ACC01246,38030866427177,Current,Summit Cooperative Bank,P02141,,HUBK0181050,Active,C0150
ACC01247,8224666456144,Current,Harbor Union Bank,P02142,,HUBK0054338,Active,C0150
ACC01248,500882961592,Savings,Summit Cooperative Bank,P02144,,HUBK0654758,Active,C0150
ACC01249,63213422999165,Savings,Harbor Union Bank,P02145,,HUBK0912863,Active,C0150
ACC01250,64772627935141,Savings,Pioneer Urban Bank,P02146,,HUBK0431726,Active,C0150
ACC01251,9857038240806,Savings,Evergreen Finance Bank,P02147,,HUBK0993456,Active,C0150
ACC01252,558986398139579,Current,Summit Cooperative Bank,P02152,,HUBK0556891,Active,C0150
ACC01253,359200975903,Current,Pioneer Urban Bank,P02153,,HUBK0695535,Inactive,C0150
ACC01254,51699049947567,Current,Pioneer Urban Bank,P02154,,HUBK0945423,Active,C0150
ACC01255,7475876917672488,Current,Summit Cooperative Bank,P02155,,HUBK0587278,Active,C0150
ACC01256,472489072999052,Current,Pioneer Urban Bank,P02157,,HUBK0949554,Active,C0150
ACC01257,958269420652924,Current,Pioneer Urban Bank,P02158,,HUBK0617841,Active,C0150
ACC01258,4390348540806855,Current,Harbor Union Bank,P02159,,HUBK0992232,Active,C0150
ACC01259,668164635892315,Savings,Summit Cooperative Bank,P02161,,HUBK0215137,Inactive,C0150
ACC01260,4134382370394,Current,Evergreen Finance Bank,P02165,,HUBK0326590,Active,C0150
ACC01261,1403305578222,Current,Harbor Union Bank,P02167,,HUBK0636745,Active,C0150
ACC01262,6341040115565925,Savings,Evergreen Finance Bank,P02168,,HUBK0425448,Active,C0150
ACC01263,144473748895,Current,Harbor Union Bank,P02170,,HUBK0927493,Active,C0151
ACC01264,73366571510371,Savings,Riverview Commercial Bank,P02172,,HUBK0315844,Active,C0151
ACC01265,759430189281,Savings,Riverview Commercial Bank,P02174,,HUBK0413551,Active,C0151
ACC01266,4681875735721,Savings,Harbor Union Bank,P02177,,HUBK0295601,Active,C0151
ACC01267,497796301556242,Current,Summit Cooperative Bank,P02178,,HUBK0220232,Active,C0151
ACC01268,835052204429,Savings,Harbor Union Bank,P02181,,HUBK0680624,Active,C0151
ACC01269,807833879387,Current,Harbor Union Bank,P02182,,HUBK0956432,Active,C0151
ACC01270,1405219006358768,Savings,Evergreen Finance Bank,P02184,,HUBK0367160,Active,C0151
ACC01271,490434601969465,Savings,Harbor Union Bank,P02187,,HUBK0200244,Active,C0152
ACC01272,418108316199824,Current,Harbor Union Bank,P02188,,HUBK0454029,Active,C0152
ACC01273,9741996650193,Current,Harbor Union Bank,P01555,,HUBK0996130,Active,C0153
ACC01274,95547340130207,Current,Cedar National Bank,P02189,,HUBK0132113,Active,C0153
ACC01275,172319983718818,Savings,Evergreen Finance Bank,P02190,,HUBK0974589,Active,C0153
ACC01276,76035642099031,Savings,Summit Cooperative Bank,P02191,,HUBK0540963,Active,C0153
ACC01277,6017863913766608,Current,Evergreen Finance Bank,P02192,,HUBK0963739,Active,C0153
ACC01278,831959329535273,Current,Summit Cooperative Bank,P02195,,HUBK0582602,Active,C0153
ACC01279,494809580086548,Savings,Summit Cooperative Bank,P02196,,HUBK0662051,Active,C0153
ACC01280,783570797907577,Savings,Harbor Union Bank,P02198,,HUBK0394594,Active,C0153
ACC01281,721506621813455,Current,Riverview Commercial Bank,P02199,,HUBK0495910,Active,C0153
ACC01282,5678782364140814,Savings,Cedar National Bank,P02200,,HUBK0320256,Active,C0153
ACC01283,176189299217,Current,Evergreen Finance Bank,P02201,,HUBK0716951,Active,C0153
ACC01284,5152400216826595,Current,Riverview Commercial Bank,P02203,,HUBK0614337,Active,C0153
ACC01285,9387199943571637,Savings,Riverview Commercial Bank,P02204,,HUBK0497032,Inactive,C0153
ACC01286,498018107648,Current,Riverview Commercial Bank,P02205,,HUBK0629345,Active,C0153
ACC01287,547108390422,Savings,Evergreen Finance Bank,P02207,,HUBK0056164,Active,C0153
ACC01288,319654216404751,Current,Cedar National Bank,P02210,,HUBK0316415,Active,C0153
ACC01289,526157638938828,Current,Riverview Commercial Bank,P02212,,HUBK0355420,Active,C0153
ACC01290,1143393967529509,Savings,Riverview Commercial Bank,P02213,,HUBK0540764,Inactive,C0153
ACC01291,187382230195,Savings,Pioneer Urban Bank,P02216,,HUBK0193975,Active,C0153
ACC01292,8270970692883953,Current,Summit Cooperative Bank,P02217,,HUBK0169609,Active,C0153
ACC01293,88577611403592,Savings,Pioneer Urban Bank,P02219,,HUBK0412961,Active,C0154
ACC01294,90069645254178,Current,Evergreen Finance Bank,P02220,,HUBK0876247,Inactive,C0154
ACC01295,1458399856978253,Savings,Evergreen Finance Bank,P02221,,HUBK0213402,Active,C0154
ACC01296,140384755640273,Savings,Pioneer Urban Bank,P02222,,HUBK0986254,Active,C0154
ACC01297,70624786098463,Savings,Pioneer Urban Bank,P02224,,HUBK0527038,Active,C0154
ACC01298,2793646269882,Current,Pioneer Urban Bank,P02225,,HUBK0873699,Active,C0154
ACC01299,798138515565,Current,Summit Cooperative Bank,P02228,,HUBK0795263,Active,C0154
ACC01300,940706674855226,Current,Pioneer Urban Bank,P02231,,HUBK0780123,Active,C0154
ACC01301,4814076805332119,Savings,Riverview Commercial Bank,P02232,,HUBK0322579,Inactive,C0154
ACC01302,264845610690841,Current,Harbor Union Bank,P02233,,HUBK0875312,Active,C0154
ACC01303,5107147807101,Current,Pioneer Urban Bank,P02235,,HUBK0859852,Active,C0154
ACC01304,89164597526171,Savings,Harbor Union Bank,P02236,,HUBK0412861,Active,C0154
ACC01305,74455373596403,Savings,Pioneer Urban Bank,P02238,,HUBK0029053,Active,C0154
ACC01306,8721362576541378,Savings,Harbor Union Bank,,O0090,HUBK0219307,Inactive,C0154
ACC01307,36463900788,Current,Pioneer Urban Bank,P02243,,HUBK0689478,Active,C0155
ACC01308,4843490873327,Savings,Summit Cooperative Bank,P02247,,HUBK0907562,Active,C0156
ACC01309,1525025457824289,Current,Harbor Union Bank,P02249,,HUBK0005854,Active,C0156
ACC01310,3713831114678,Savings,Summit Cooperative Bank,P02250,,HUBK0780511,Active,C0156
ACC01311,1259398407390793,Savings,Riverview Commercial Bank,P02255,,HUBK0722733,Active,C0156
ACC01312,449666203185,Savings,Cedar National Bank,P02259,,HUBK0936370,Active,C0156
ACC01313,4790162396534,Current,Evergreen Finance Bank,P02264,,HUBK0234950,Active,C0157
ACC01314,780352737690,Savings,Harbor Union Bank,P02265,,HUBK0943273,Active,C0158
ACC01315,4890221223038,Current,Summit Cooperative Bank,P02137,,HUBK0143100,Active,C0159
ACC01316,749085554722,Savings,Summit Cooperative Bank,P02267,,HUBK0523514,Active,C0159
ACC01317,606255534482911,Current,Pioneer Urban Bank,P02270,,HUBK0115895,Active,C0159
ACC01318,4837923193669484,Current,Harbor Union Bank,P02273,,HUBK0935982,Active,C0159
ACC01319,2229004554703,Current,Harbor Union Bank,P02274,,HUBK0885721,Active,C0160
ACC01320,36749012177806,Savings,Harbor Union Bank,P02275,,HUBK0006779,Inactive,C0160
ACC01321,88739508387737,Current,Cedar National Bank,P02276,,HUBK0040607,Active,C0160
ACC01322,1435536312509649,Savings,Evergreen Finance Bank,P02278,,HUBK0815096,Active,C0160
ACC01323,650536390200238,Current,Evergreen Finance Bank,P02279,,HUBK0100753,Active,C0161
ACC01324,110349309156,Current,Summit Cooperative Bank,P02281,,HUBK0026332,Active,C0161
