identity_id,person_id,document_type,document_number,issuing_authority,verification_status,issue_date,expiry_date,evidence_id
ID00701,P00351,AADHAAR,996099328594,UIDAI,Verified,2003-12-23,,
ID00701,P00351,PAN,WECUY8921J,Income Tax Department,Unverified,2021-12-22,,
ID00703,P00352,AADHAAR,921218902603,UIDAI,Verified,1997-09-08,,
ID00703,P00352,PAN,QUZXH7737R,Income Tax Department,Unverified,2015-09-07,,
ID00705,P00353,AADHAAR,991942569739,UIDAI,Verified,1977-12-31,,
ID00705,P00353,PAN,VQAVV1202G,Income Tax Department,Unverified,1995-12-30,,
ID00707,P00354,AADHAAR,953821104206,UIDAI,Verified,1980-12-05,,
ID00707,P00354,PAN,VHOVG9386R,Income Tax Department,Review,1998-12-04,,
ID00709,P00355,AADHAAR,902808898721,UIDAI,Unverified,1974-05-11,,
ID00709,P00355,PAN,RKYZU1225D,Income Tax Department,Review,1992-05-10,,
ID00711,P00356,AADHAAR,998382349986,UIDAI,Review,1962-09-21,,
ID00711,P00356,PAN,HCDZG4657U,Income Tax Department,Verified,1980-09-20,,
ID00713,P00357,AADHAAR,974139344841,UIDAI,Verified,1991-09-24,,
ID00713,P00357,PAN,JFSRR5685C,Income Tax Department,Review,2009-09-23,,
ID00715,P00358,AADHAAR,943882916209,UIDAI,Verified,2001-04-08,,
ID00715,P00358,PAN,JGWQC1111W,Income Tax Department,Unverified,2019-04-07,,
ID00717,P00359,AADHAAR,944885221578,UIDAI,Unverified,1987-01-16,,
ID00717,P00359,PAN,XDBYG8067K,Income Tax Department,Unverified,2005-01-15,,
ID00719,P00360,AADHAAR,976421043363,UIDAI,Unverified,1970-05-24,,
ID00719,P00360,PAN,JGJYC0426E,Income Tax Department,Review,1988-05-23,,
ID00721,P00361,AADHAAR,959191278358,UIDAI,Review,2004-10-02,,
ID00721,P00361,PAN,KBDZC5204I,Income Tax Department,Unverified,2022-10-01,,
ID00723,P00362,AADHAAR,996009782681,UIDAI,Unverified,2003-02-27,,
ID00723,P00362,PAN,KXMOW4940L,Income Tax Department,Unverified,2021-02-26,,
ID00725,P00363,AADHAAR,931000077097,UIDAI,Verified,1968-09-02,,
ID00725,P00363,PAN,KHFCR7858N,Income Tax Department,Review,1986-09-01,,
ID00727,P00364,AADHAAR,980720811205,UIDAI,Unverified,1981-04-14,,
ID00727,P00364,PAN,IMTLR9371K,Income Tax Department,Unverified,1999-04-13,,
ID00729,P00365,AADHAAR,939732665030,UIDAI,Verified,1984-03-27,,
ID00729,P00365,PAN,TWPGB4681S,Income Tax Department,Review,2002-03-26,,
ID00731,P00366,AADHAAR,972944400351,UIDAI,Review,1988-04-04,,
ID00731,P00366,PAN,PQLDD0829M,Income Tax Department,Unverified,2006-04-03,,
ID00733,P00367,AADHAAR,920530584998,UIDAI,Verified,1974-04-04,,
ID00733,P00367,PAN,UNKYG4833A,Income Tax Department,Verified,1992-04-03,,
ID00735,P00368,AADHAAR,963653776067,UIDAI,Review,2006-09-20,,
ID00735,P00368,PAN,MYSPR9358P,Income Tax Department,Review,2024-09-19,,
ID00737,P00369,AADHAAR,962474301138,UIDAI,Unverified,1978-11-10,,
ID00737,P00369,PAN,OEQTZ2112B,Income Tax Department,Verified,1996-11-09,,
ID00739,P00370,AADHAAR,917263529471,UIDAI,Review,1969-10-23,,
ID00739,P00370,PAN,DLOEI1248D,Income Tax Department,Verified,1987-10-22,,
ID00741,P00371,AADHAAR,950959952942,UIDAI,Verified,1992-07-12,,
ID00741,P00371,PAN,SHLRH5552G,Income Tax Department,Review,2010-07-11,,
ID00743,P00372,AADHAAR,948633819499,UIDAI,Unverified,1973-07-02,,
ID00743,P00372,PAN,XEUKJ8692K,Income Tax Department,Unverified,1991-07-01,,
ID00745,P00373,AADHAAR,997208262235,UIDAI,Unverified,1981-06-02,,
ID00745,P00373,PAN,ZVNHN4064F,Income Tax Department,Unverified,1999-06-01,,
ID00747,P00374,AADHAAR,985392316175,UIDAI,Review,1990-07-21,,
ID00747,P00374,PAN,ISRKI3746N,Income Tax Department,Unverified,2008-07-20,,
ID00749,P00375,AADHAAR,934439503440,UIDAI,Review,1976-06-17,,
ID00749,P00375,PAN,XOFQT7268U,Income Tax Department,Verified,1994-06-16,,
ID00751,P00376,AADHAAR,980920550758,UIDAI,Review,1983-08-18,,
ID00751,P00376,PAN,WKDBY0164I,Income Tax Department,Verified,2001-08-17,,
ID00753,P00377,AADHAAR,949609293827,UIDAI,Verified,1979-07-04,,
ID00753,P00377,PAN,BMSNY3135P,Income Tax Department,Unverified,1997-07-03,,
ID00755,P00378,AADHAAR,957754370898,UIDAI,Unverified,1968-06-16,,
ID00755,P00378,PAN,CXYBG3958R,Income Tax Department,Unverified,1986-06-15,,
ID00757,P00379,AADHAAR,992132843858,UIDAI,Unverified,1985-06-02,,
ID00757,P00379,PAN,RGUDK9008M,Income Tax Department,Unverified,2003-06-01,,
ID00759,P00380,AADHAAR,940728685257,UIDAI,Verified,1980-08-12,,
ID00759,P00380,PAN,ENXHH3696O,Income Tax Department,Verified,1998-08-11,,
ID00761,P00381,AADHAAR,936341059632,UIDAI,Review,1996-04-19,,
ID00761,P00381,PAN,JGJNK8711V,Income Tax Department,Review,2014-04-18,,
ID00763,P00382,AADHAAR,961070350548,UIDAI,Verified,2001-05-03,,
ID00763,P00382,PAN,FHUWL4855E,Income Tax Department,Verified,2019-05-02,,
ID00765,P00383,AADHAAR,903521486738,UIDAI,Verified,1983-04-29,,
ID00765,P00383,PAN,FHHAR2340F,Income Tax Department,Verified,2001-04-28,,
ID00767,P00384,AADHAAR,931883509820,UIDAI,Review,2002-03-22,,
ID00767,P00384,PAN,PUWNR1932G,Income Tax Department,Review,2020-03-21,,
ID00769,P00385,AADHAAR,972129947062,UIDAI,Unverified,1977-08-13,,
ID00769,P00385,PAN,QDREQ3810K,Income Tax Department,Verified,1995-08-12,,
ID00771,P00386,AADHAAR,933949269514,UIDAI,Verified,1996-08-30,,
ID00771,P00386,PAN,LHIIV6200A,Income Tax Department,Unverified,2014-08-29,,
ID00773,P00387,AADHAAR,900424402088,UIDAI,Unverified,1970-12-23,,
ID00773,P00387,PAN,TQJTX6258G,Income Tax Department,Verified,1988-12-22,,
ID00775,P00388,AADHAAR,923967422536,UIDAI,Review,1998-07-06,,
ID00775,P00388,PAN,ARWKH6780I,Income Tax Department,Review,2016-07-05,,
ID00777,P00389,AADHAAR,933356866246,UIDAI,Review,1959-05-25,,
ID00777,P00389,PAN,CNVQT8143U,Income Tax Department,Unverified,1977-05-24,,
ID00779,P00390,AADHAAR,988518522800,UIDAI,Verified,1961-04-16,,
ID00779,P00390,PAN,PLDJQ3629A,Income Tax Department,Unverified,1979-04-15,,
ID00781,P00391,AADHAAR,900920149713,UIDAI,Review,1990-01-21,,
ID00781,P00391,PAN,BHBVJ0388J,Income Tax Department,Verified,2008-01-20,,
ID00783,P00392,AADHAAR,993600337066,UIDAI,Review,1983-06-15,,
ID00783,P00392,PAN,EHHAH6065W,Income Tax Department,Verified,2001-06-14,,
ID00785,P00393,AADHAAR,998358977121,UIDAI,Review,1964-05-05,,
ID00785,P00393,PAN,XEJUP9472T,Income Tax Department,Verified,1982-05-04,,
ID00787,P00394,AADHAAR,975353157584,UIDAI,Review,1989-08-03,,
ID00787,P00394,PAN,RQAML3445K,Income Tax Department,Verified,2007-08-02,,
ID00789,P00395,AADHAAR,989821277079,UIDAI,Review,1999-12-03,,
ID00789,P00395,PAN,ELERP0285D,Income Tax Department,Verified,2017-12-02,,
ID00791,P00396,AADHAAR,910952418759,UIDAI,Verified,1987-03-02,,
ID00791,P00396,PAN,EGUDD3871B,Income Tax Department,Unverified,2005-03-01,,
ID00793,P00397,AADHAAR,954269732569,UIDAI,Verified,1961-11-02,,
ID00793,P00397,PAN,UMOOA2293P,Income Tax Department,Unverified,1979-11-01,,
ID00795,P00398,AADHAAR,970322111060,UIDAI,Unverified,2006-07-04,,
ID00795,P00398,PAN,OWTGU6854X,Income Tax Department,Review,2024-07-03,,
ID00797,P00399,AADHAAR,983562266593,UIDAI,Review,1990-02-07,,
ID00797,P00399,PAN,MMICA3822U,Income Tax Department,Review,2008-02-06,,
ID00799,P00400,AADHAAR,912325403472,UIDAI,Review,2006-12-14,,
ID00799,P00400,PAN,OZYHZ5525M,Income Tax Department,Unverified,2024-12-13,,
ID00801,P00401,AADHAAR,956278230233,UIDAI,Unverified,2002-03-04,,
ID00801,P00401,PAN,MQZMU4204N,Income Tax Department,Unverified,2020-03-03,,
ID00803,P00402,AADHAAR,904776916559,UIDAI,Verified,1985-01-09,,
ID00803,P00402,PAN,BSIPP3873O,Income Tax Department,Verified,2003-01-08,,
ID00805,P00403,AADHAAR,932925951127,UIDAI,Unverified,1994-05-22,,
ID00805,P00403,PAN,QOPGQ8527R,Income Tax Department,Unverified,2012-05-21,,
ID00807,P00404,AADHAAR,926442785814,UIDAI,Unverified,1986-08-02,,
ID00807,P00404,PAN,EIYMY0549G,Income Tax Department,Verified,2004-08-01,,
ID00809,P00405,AADHAAR,907209697334,UIDAI,Unverified,1992-07-06,,
ID00809,P00405,PAN,XTXQE4191W,Income Tax Department,Review,2010-07-05,,
ID00811,P00406,AADHAAR,949358153696,UIDAI,Review,1984-02-10,,
ID00811,P00406,PAN,YATVY4041Z,Income Tax Department,Review,2002-02-09,,
ID00813,P00407,AADHAAR,914097275774,UIDAI,Review,1959-04-18,,
ID00813,P00407,PAN,COZMX6564Q,Income Tax Department,Verified,1977-04-17,,
ID00815,P00408,AADHAAR,947963558980,UIDAI,Unverified,1972-09-05,,
ID00815,P00408,PAN,OSCWP0007E,Income Tax Department,Review,1990-09-04,,
ID00817,P00409,AADHAAR,937117251375,UIDAI,Review,1987-05-26,,
ID00817,P00409,PAN,JWZWS5008B,Income Tax Department,Review,2005-05-25,,
ID00819,P00410,AADHAAR,928019556306,UIDAI,Review,1978-04-30,,
ID00819,P00410,PAN,YAEOQ0591H,Income Tax Department,Unverified,1996-04-29,,
ID00821,P00411,AADHAAR,939950125452,UIDAI,Review,1963-02-26,,
ID00821,P00411,PAN,ROEZL3530L,Income Tax Department,Unverified,1981-02-25,,
ID00823,P00412,AADHAAR,949797508644,UIDAI,Verified,1982-03-21,,
ID00823,P00412,PAN,ENBHY7993Z,Income Tax Department,Verified,2000-03-20,,
ID00825,P00413,AADHAAR,931378216247,UIDAI,Review,1963-07-01,,
ID00825,P00413,PAN,PUUSB8522U,Income Tax Department,Verified,1981-06-30,,
ID00827,P00414,AADHAAR,937994095418,UIDAI,Verified,1961-07-20,,
ID00827,P00414,PAN,EQIEV2181X,Income Tax Department,Review,1979-07-19,,
ID00829,P00415,AADHAAR,992695011553,UIDAI,Review,1965-01-19,,
ID00829,P00415,PAN,DTOSK5183F,Income Tax Department,Verified,1983-01-18,,
ID00831,P00416,AADHAAR,936328039035,UIDAI,Unverified,1968-02-07,,
ID00831,P00416,PAN,QZGFP1337A,Income Tax Department,Unverified,1986-02-06,,
ID00833,P00417,AADHAAR,988933003366,UIDAI,Review,1997-12-09,,
ID00833,P00417,PAN,FIFKJ3705C,Income Tax Department,Review,2015-12-08,,
ID00835,P00418,AADHAAR,904700513348,UIDAI,Review,1959-03-20,,
ID00835,P00418,PAN,JFKND7659R,Income Tax Department,Verified,1977-03-19,,
ID00837,P00419,AADHAAR,955469677051,UIDAI,Unverified,1986-08-19,,
ID00837,P00419,PAN,PNKQV6026G,Income Tax Department,Verified,2004-08-18,,
ID00839,P00420,AADHAAR,942275168705,UIDAI,Verified,1963-01-09,,
ID00839,P00420,PAN,IDUSQ3022W,Income Tax Department,Review,1981-01-08,,
ID00841,P00421,AADHAAR,959499979254,UIDAI,Review,1957-12-23,,
ID00841,P00421,PAN,DDQXV8670E,Income Tax Department,Review,1975-12-22,,
ID00843,P00422,AADHAAR,996220790803,UIDAI,Review,1994-12-03,,
ID00843,P00422,PAN,TSOEP1221B,Income Tax Department,Review,2012-12-02,,
ID00845,P00423,AADHAAR,965015956421,UIDAI,Review,1996-12-20,,
ID00845,P00423,PAN,PFPEL0761I,Income Tax Department,Review,2014-12-19,,
ID00847,P00424,AADHAAR,919225760993,UIDAI,Unverified,1992-09-17,,
ID00847,P00424,PAN,UANIU7733E,Income Tax Department,Verified,2010-09-16,,
ID00849,P00425,AADHAAR,902428164663,UIDAI,Verified,2006-07-01,,
ID00849,P00425,PAN,JBJMS0038W,Income Tax Department,Unverified,2024-06-30,,
ID00851,P00426,AADHAAR,908150830023,UIDAI,Verified,1964-02-05,,
ID00851,P00426,PAN,SPZWX0660B,Income Tax Department,Review,1982-02-04,,
ID00853,P00427,AADHAAR,945658044829,UIDAI,Review,1958-07-01,,
ID00853,P00427,PAN,YEMEF3324G,Income Tax Department,Verified,1976-06-30,,
ID00855,P00428,AADHAAR,935385390748,UIDAI,Unverified,1989-08-25,,
ID00855,P00428,PAN,YSFYB8162O,Income Tax Department,Review,2007-08-24,,
ID00857,P00429,AADHAAR,919857620662,UIDAI,Unverified,1988-12-19,,
ID00857,P00429,PAN,SKOED2873J,Income Tax Department,Unverified,2006-12-18,,
ID00859,P00430,AADHAAR,989028231579,UIDAI,Review,1990-06-15,,
ID00859,P00430,PAN,PAAGM0642O,Income Tax Department,Unverified,2008-06-14,,
ID00861,P00431,AADHAAR,933729337279,UIDAI,Verified,1997-10-26,,
ID00861,P00431,PAN,CUGSR5051O,Income Tax Department,Unverified,2015-10-25,,
ID00863,P00432,AADHAAR,957090193051,UIDAI,Review,2002-08-17,,
ID00863,P00432,PAN,XMLEA1106R,Income Tax Department,Unverified,2020-08-16,,
ID00865,P00433,AADHAAR,934652828124,UIDAI,Verified,1977-05-19,,
ID00865,P00433,PAN,YBJPN2313G,Income Tax Department,Review,1995-05-18,,
ID00867,P00434,AADHAAR,945263633366,UIDAI,Review,1979-10-13,,
ID00867,P00434,PAN,SPPNO6264R,Income Tax Department,Verified,1997-10-12,,
ID00869,P00435,AADHAAR,936021851903,UIDAI,Verified,1985-03-04,,
ID00869,P00435,PAN,QKZJV9875K,Income Tax Department,Verified,2003-03-03,,
ID00871,P00436,AADHAAR,992712491569,UIDAI,Unverified,1975-04-12,,
ID00871,P00436,PAN,KLNBW9955N,Income Tax Department,Unverified,1993-04-11,,
ID00873,P00437,AADHAAR,975337794352,UIDAI,Unverified,1996-01-21,,
ID00873,P00437,PAN,KTCXL4708O,Income Tax Department,Review,2014-01-20,,
ID00875,P00438,AADHAAR,919123800012,UIDAI,Verified,1960-09-16,,
ID00875,P00438,PAN,NZBTG4472N,Income Tax Department,Unverified,1978-09-15,,
ID00877,P00439,AADHAAR,910331343960,UIDAI,Verified,1957-05-28,,
ID00877,P00439,PAN,SWALG2704I,Income Tax Department,Unverified,1975-05-27,,
ID00879,P00440,AADHAAR,911160535716,UIDAI,Unverified,1988-11-19,,
ID00879,P00440,PAN,WHTWR1236J,Income Tax Department,Review,2006-11-18,,
ID00881,P00441,AADHAAR,954291662024,UIDAI,Verified,1985-07-16,,
ID00881,P00441,PAN,CGVSO0580M,Income Tax Department,Unverified,2003-07-15,,
ID00883,P00442,AADHAAR,922856199565,UIDAI,Verified,1998-12-16,,
ID00883,P00442,PAN,COFWD8718N,Income Tax Department,Verified,2016-12-15,,
ID00885,P00443,AADHAAR,949052224273,UIDAI,Unverified,2005-11-02,,
ID00885,P00443,PAN,PJYAW6576I,Income Tax Department,Unverified,2023-11-01,,
ID00887,P00444,AADHAAR,940785964045,UIDAI,Unverified,1974-07-13,,
ID00887,P00444,PAN,ENLPL4375I,Income Tax Department,Verified,1992-07-12,,
ID00889,P00445,AADHAAR,928659233897,UIDAI,Verified,2000-12-05,,
ID00889,P00445,PAN,YBBKW9428R,Income Tax Department,Verified,2018-12-04,,
ID00891,P00446,AADHAAR,949350920008,UIDAI,Unverified,1997-08-09,,
ID00891,P00446,PAN,ENCHL0588O,Income Tax Department,Unverified,2015-08-08,,
ID00893,P00447,AADHAAR,991491516622,UIDAI,Verified,2001-10-31,,
ID00893,P00447,PAN,GJMCY8594V,Income Tax Department,Unverified,2019-10-30,,
ID00895,P00448,AADHAAR,988568626069,UIDAI,Unverified,2001-10-05,,
ID00895,P00448,PAN,SYRWT8078N,Income Tax Department,Verified,2019-10-04,,
ID00897,P00449,AADHAAR,931508147459,UIDAI,Review,1966-06-27,,
ID00897,P00449,PAN,JMIPP5540X,Income Tax Department,Review,1984-06-26,,
ID00899,P00450,AADHAAR,921830630610,UIDAI,Unverified,1977-07-21,,
ID00899,P00450,PAN,FOLVC5989T,Income Tax Department,Verified,1995-07-20,,
ID00901,P00451,AADHAAR,996677612103,UIDAI,Review,1978-01-03,,
ID00901,P00451,PAN,CTFUY7489S,Income Tax Department,Unverified,1996-01-02,,
ID00903,P00452,AADHAAR,929358049168,UIDAI,Verified,1971-06-15,,
ID00903,P00452,PAN,OQADD3959K,Income Tax Department,Review,1989-06-14,,
ID00905,P00453,AADHAAR,985500695710,UIDAI,Unverified,1970-05-09,,
ID00905,P00453,PAN,SOWEB8578V,Income Tax Department,Review,1988-05-08,,
ID00907,P00454,AADHAAR,959830680692,UIDAI,Unverified,1980-08-26,,
ID00907,P00454,PAN,GHHIT9138E,Income Tax Department,Review,1998-08-25,,
ID00909,P00455,AADHAAR,978952515826,UIDAI,Unverified,1957-04-10,,
ID00909,P00455,PAN,DNDCV7280X,Income Tax Department,Verified,1975-04-09,,
ID00911,P00456,AADHAAR,917688817396,UIDAI,Unverified,1959-10-10,,
ID00911,P00456,PAN,OWWFO6430V,Income Tax Department,Review,1977-10-09,,
ID00913,P00457,AADHAAR,966128474467,UIDAI,Review,1973-02-11,,
ID00913,P00457,PAN,VUQYP9009G,Income Tax Department,Review,1991-02-10,,
ID00915,P00458,AADHAAR,942128974341,UIDAI,Verified,1996-08-26,,
ID00915,P00458,PAN,ZNMLJ3805O,Income Tax Department,Verified,2014-08-25,,
ID00917,P00459,AADHAAR,990238052628,UIDAI,Unverified,1960-07-05,,
ID00917,P00459,PAN,AGKLE9280Z,Income Tax Department,Verified,1978-07-04,,
ID00919,P00460,AADHAAR,937351347657,UIDAI,Unverified,1968-11-02,,
ID00919,P00460,PAN,XLALY7353Y,Income Tax Department,Review,1986-11-01,,
ID00921,P00461,AADHAAR,911153237916,UIDAI,Review,1960-06-26,,
ID00921,P00461,PAN,XMSGE0447J,Income Tax Department,Review,1978-06-25,,
ID00923,P00462,AADHAAR,970695907763,UIDAI,Review,1991-05-01,,
ID00923,P00462,PAN,RCKCQ0364O,Income Tax Department,Review,2009-04-30,,
ID00925,P00463,AADHAAR,951725744554,UIDAI,Review,1958-12-28,,
ID00925,P00463,PAN,OOUZM4885J,Income Tax Department,Unverified,1976-12-27,,
ID00927,P00464,AADHAAR,947052590200,UIDAI,Unverified,1999-05-23,,
ID00927,P00464,PAN,OHJUD5029Y,Income Tax Department,Unverified,2017-05-22,,
ID00929,P00465,AADHAAR,951344764043,UIDAI,Review,1967-12-21,,
ID00929,P00465,PAN,BPTFP9882W,Income Tax Department,Verified,1985-12-20,,
ID00931,P00466,AADHAAR,917486485672,UIDAI,Verified,2006-09-04,,
ID00931,P00466,PAN,TBIJT1008D,Income Tax Department,Verified,2024-09-03,,
ID00933,P00467,AADHAAR,907981539321,UIDAI,Review,1973-11-12,,
ID00933,P00467,PAN,MKJVK7187Q,Income Tax Department,Verified,1991-11-11,,
ID00935,P00468,AADHAAR,993687153697,UIDAI,Unverified,1958-05-01,,
ID00935,P00468,PAN,FGNSD8429W,Income Tax Department,Review,1976-04-30,,
ID00937,P00469,AADHAAR,917475464873,UIDAI,Unverified,1974-04-07,,
ID00937,P00469,PAN,HDSWT2361C,Income Tax Department,Review,1992-04-06,,
ID00939,P00470,AADHAAR,931259963486,UIDAI,Review,1987-05-29,,
ID00939,P00470,PAN,PZROX1070H,Income Tax Department,Verified,2005-05-28,,
ID00941,P00471,AADHAAR,943042908859,UIDAI,Review,1975-12-15,,
ID00941,P00471,PAN,GJJGJ5339P,Income Tax Department,Verified,1993-12-14,,
ID00943,P00472,AADHAAR,958353169485,UIDAI,Unverified,1961-01-08,,
ID00943,P00472,PAN,OAPQK1257A,Income Tax Department,Unverified,1979-01-07,,
ID00945,P00473,AADHAAR,946800967910,UIDAI,Verified,1964-09-30,,
ID00945,P00473,PAN,OFUMM0321I,Income Tax Department,Verified,1982-09-29,,
ID00947,P00474,AADHAAR,988563861648,UIDAI,Unverified,2004-02-27,,
ID00947,P00474,PAN,IQWNS8212P,Income Tax Department,Review,2022-02-26,,
ID00949,P00475,AADHAAR,939239725089,UIDAI,Unverified,1972-04-04,,
ID00949,P00475,PAN,VCLBO4777E,Income Tax Department,Unverified,1990-04-03,,
ID00951,P00476,AADHAAR,986217551686,UIDAI,Unverified,1990-05-19,,
ID00951,P00476,PAN,LRAPK1972Y,Income Tax Department,Review,2008-05-18,,
ID00953,P00477,AADHAAR,943541794471,UIDAI,Unverified,2006-10-21,,
ID00953,P00477,PAN,GPOZS7839W,Income Tax Department,Review,2024-10-20,,
ID00955,P00478,AADHAAR,945712730778,UIDAI,Review,1975-11-06,,
ID00955,P00478,PAN,XCZYR2242V,Income Tax Department,Unverified,1993-11-05,,
ID00957,P00479,AADHAAR,988134589782,UIDAI,Review,1986-03-19,,
ID00957,P00479,PAN,VZQRB1713J,Income Tax Department,Review,2004-03-18,,
ID00959,P00480,AADHAAR,945367270318,UIDAI,Unverified,1997-11-26,,
ID00959,P00480,PAN,RAMSU2712I,Income Tax Department,Review,2015-11-25,,
ID00961,P00481,AADHAAR,916901308085,UIDAI,Review,1986-12-18,,
ID00961,P00481,PAN,WNUCU6479A,Income Tax Department,Verified,2004-12-17,,
ID00963,P00482,AADHAAR,989547480621,UIDAI,Verified,1997-11-06,,
ID00963,P00482,PAN,WLVEO6729W,Income Tax Department,Verified,2015-11-05,,
ID00965,P00483,AADHAAR,949056448861,UIDAI,Unverified,1986-04-30,,
ID00965,P00483,PAN,QNNLN6029T,Income Tax Department,Review,2004-04-29,,
ID00967,P00484,AADHAAR,990277025055,UIDAI,Review,1980-07-18,,
ID00967,P00484,PAN,NMTVM5559P,Income Tax Department,Review,1998-07-17,,
ID00969,P00485,AADHAAR,958059706013,UIDAI,Verified,1997-05-22,,
ID00969,P00485,PAN,ZDNPS6021P,Income Tax Department,Unverified,2015-05-21,,
ID00971,P00486,AADHAAR,957678365074,UIDAI,Unverified,1969-04-09,,
ID00971,P00486,PAN,BQFOD4819U,Income Tax Department,Verified,1987-04-08,,
ID00973,P00487,AADHAAR,967892365790,UIDAI,Review,1984-05-24,,
ID00973,P00487,PAN,NVKCI9391K,Income Tax Department,Verified,2002-05-23,,
ID00975,P00488,AADHAAR,997310822086,UIDAI,Verified,1967-03-10,,
ID00975,P00488,PAN,ABMHW6834J,Income Tax Department,Verified,1985-03-09,,
ID00977,P00489,AADHAAR,961618171190,UIDAI,Review,1983-03-21,,
ID00977,P00489,PAN,XBYHE2716T,Income Tax Department,Review,2001-03-20,,
ID00979,P00490,AADHAAR,990588220295,UIDAI,Unverified,1963-09-23,,
ID00979,P00490,PAN,EWKVO8278R,Income Tax Department,Review,1981-09-22,,
ID00981,P00491,AADHAAR,996533058963,UIDAI,Verified,1959-02-04,,
ID00981,P00491,PAN,VOQUQ4615M,Income Tax Department,Unverified,1977-02-03,,
ID00983,P00492,AADHAAR,955599200631,UIDAI,Verified,1957-11-09,,
ID00983,P00492,PAN,XNEZV1064N,Income Tax Department,Review,1975-11-08,,
ID00985,P00493,AADHAAR,966226471936,UIDAI,Unverified,1967-05-15,,
ID00985,P00493,PAN,KWBTW3903H,Income Tax Department,Verified,1985-05-14,,
ID00987,P00494,AADHAAR,991409598795,UIDAI,Review,1988-04-16,,
ID00987,P00494,PAN,ZDTWD4635A,Income Tax Department,Verified,2006-04-15,,
ID00989,P00495,AADHAAR,918843534215,UIDAI,Unverified,2005-09-04,,
ID00989,P00495,PAN,FSDRM2657F,Income Tax Department,Unverified,2023-09-03,,
ID00991,P00496,AADHAAR,908318697538,UIDAI,Verified,1983-01-08,,
ID00991,P00496,PAN,PSPXH1807X,Income Tax Department,Unverified,2001-01-07,,
ID00993,P00497,AADHAAR,929917015159,UIDAI,Review,1980-01-20,,
ID00993,P00497,PAN,MAKNE7814N,Income Tax Department,Unverified,1998-01-19,,
ID00995,P00498,AADHAAR,985388448657,UIDAI,Review,1973-12-31,,
ID00995,P00498,PAN,ZPLFW4204V,Income Tax Department,Unverified,1991-12-30,,
ID00997,P00499,AADHAAR,951701674850,UIDAI,Review,2006-10-30,,
ID00997,P00499,PAN,YWJLM7469O,Income Tax Department,Review,2024-10-29,,
ID00999,P00500,AADHAAR,994683657749,UIDAI,Review,1958-09-24,,
ID00999,P00500,PAN,RXZBB5017A,Income Tax Department,Unverified,1976-09-23,,
ID01001,P00501,AADHAAR,914254471386,UIDAI,Unverified,1976-09-09,,
ID01001,P00501,PAN,YGKKF4795S,Income Tax Department,Verified,1994-09-08,,
ID01003,P00502,AADHAAR,940465731607,UIDAI,Verified,1976-10-08,,
ID01003,P00502,PAN,OEPXR7648F,Income Tax Department,Review,1994-10-07,,
ID01005,P00503,AADHAAR,933386827325,UIDAI,Unverified,1976-10-29,,
ID01005,P00503,PAN,GJSIQ7822B,Income Tax Department,Review,1994-10-28,,
ID01007,P00504,AADHAAR,948044328069,UIDAI,Review,1972-12-17,,
ID01007,P00504,PAN,QDTOE9557S,Income Tax Department,Review,1990-12-16,,
ID01009,P00505,AADHAAR,900853159331,UIDAI,Unverified,1986-07-22,,
ID01009,P00505,PAN,CUOZO1704G,Income Tax Department,Unverified,2004-07-21,,
ID01011,P00506,AADHAAR,937602774820,UIDAI,Verified,2004-01-24,,
ID01011,P00506,PAN,IPBOS4344W,Income Tax Department,Verified,2022-01-23,,
ID01013,P00507,AADHAAR,926969964103,UIDAI,Review,1968-10-05,,
ID01013,P00507,PAN,MIXYV6715Q,Income Tax Department,Verified,1986-10-04,,
ID01015,P00508,AADHAAR,970544019513,UIDAI,Review,1958-12-06,,
ID01015,P00508,PAN,PKSPG0700S,Income Tax Department,Verified,1976-12-05,,
ID01017,P00509,AADHAAR,943141335233,UIDAI,Review,1979-01-13,,
ID01017,P00509,PAN,TEFGX3081Z,Income Tax Department,Verified,1997-01-12,,
ID01019,P00510,AADHAAR,941654181368,UIDAI,Unverified,1957-05-10,,
ID01019,P00510,PAN,BQMVC9931D,Income Tax Department,Unverified,1975-05-09,,
ID01021,P00511,AADHAAR,963031447766,UIDAI,Unverified,1983-01-03,,
ID01021,P00511,PAN,MSXNP6592R,Income Tax Department,Unverified,2001-01-02,,
ID01023,P00512,AADHAAR,968327146677,UIDAI,Unverified,1998-03-14,,
ID01023,P00512,PAN,PKELM2052I,Income Tax Department,Unverified,2016-03-13,,
ID01025,P00513,AADHAAR,969648382784,UIDAI,Verified,1978-12-03,,
ID01025,P00513,PAN,MIZQE6232T,Income Tax Department,Unverified,1996-12-02,,
ID01027,P00514,AADHAAR,964575760259,UIDAI,Review,1970-03-23,,
ID01027,P00514,PAN,EUDCY6275J,Income Tax Department,Verified,1988-03-22,,
ID01029,P00515,AADHAAR,931192851416,UIDAI,Verified,2002-07-06,,
ID01029,P00515,PAN,HFDLJ8356F,Income Tax Department,Unverified,2020-07-05,,
ID01031,P00516,AADHAAR,959462772796,UIDAI,Verified,1979-08-08,,
ID01031,P00516,PAN,QOPWP9418W,Income Tax Department,Verified,1997-08-07,,
ID01033,P00517,AADHAAR,931701691227,UIDAI,Review,1973-05-07,,
ID01033,P00517,PAN,ONQFO9860O,Income Tax Department,Review,1991-05-06,,
ID01035,P00518,AADHAAR,974739809598,UIDAI,Verified,2003-06-28,,
