event_id,event_type,title,timestamp,location_id,case_id,description,evidence_id
EV01094,Cyber Activity,Cyber Activity involving Kunal Mishra,2024-05-15T02:38:39,L0394,C0129,Cyber Activity activity observed in connection with unauthorized access investigation CASE-2026-0129.,nan
EV01095,Arrest,Arrest involving Siddharth Desai,2024-06-23T07:36:07,L0096,C0129,Arrest activity observed in connection with unauthorized access investigation CASE-2026-0129.,nan
EV01096,Financial Activity,Financial Activity involving Kunal Mishra,2024-04-06T04:39:17,L0096,C0129,Financial Activity activity observed in connection with unauthorized access investigation CASE-2026-0129.,E06936
EV01097,Crime,Crime involving Aanya Jadhav,2024-05-24T14:21:53,L0007,C0130,Crime activity observed in connection with major cybercrime investigation CASE-2026-0130.,E06969
EV01098,Surveillance,Surveillance involving Rohan Singh,2024-04-19T23:58:42,L0352,C0130,Surveillance activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01099,Meeting,Meeting involving Pooja Kulkarni,2024-06-25T22:15:20,L0576,C0130,Meeting activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01100,Call,Call involving Aditi Reddy,2024-04-01T09:50:24,L0352,C0130,Call activity observed in connection with major cybercrime investigation CASE-2026-0130.,E06970
EV01101,Arrest,Arrest involving Ritesh Gupta,2024-04-02T18:47:23,L0227,C0130,Arrest activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01102,Call,Call involving Isha Iyer,2024-07-20T12:50:05,L0007,C0130,Call activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01103,Surveillance,Surveillance involving Aditi Reddy,2024-04-06T02:46:56,L0007,C0130,Surveillance activity observed in connection with major cybercrime investigation CASE-2026-0130.,E06971
EV01104,Surveillance,Surveillance involving Isha Rao,2024-08-09T20:12:57,L0500,C0130,Surveillance activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01105,Call,Call involving Kavya Patil,2024-03-21T10:42:55,L0227,C0130,Call activity observed in connection with major cybercrime investigation CASE-2026-0130.,E06972
EV01106,Arrest,Arrest involving Isha Rao,2024-04-24T05:59:26,L0500,C0130,Arrest activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01107,Arrest,Arrest involving Kunal Joshi,2024-04-14T11:04:22,L0227,C0130,Arrest activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01108,Meeting,Meeting involving Vidhi Kulkarni,2024-02-18T07:50:05,L0227,C0130,Meeting activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01109,Financial Activity,Financial Activity involving Aanya Bhat,2024-03-27T00:13:00,L0500,C0130,Financial Activity activity observed in connection with major cybercrime investigation CASE-2026-0130.,E06973
EV01110,Delivery,Delivery involving Avni Joshi,2024-04-20T16:18:24,L0352,C0130,Delivery activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01111,Vehicle Movement,Vehicle Movement involving Mahi Thakur,2024-08-10T07:44:30,L0500,C0130,Vehicle Movement activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01112,Financial Activity,Financial Activity involving Anushka Iyer,2024-03-01T12:34:39,L0227,C0130,Financial Activity activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01113,Arrest,Arrest involving Ritesh Gupta,2024-04-24T16:01:09,L0352,C0130,Arrest activity observed in connection with major cybercrime investigation CASE-2026-0130.,E06974
EV01114,Meeting,Meeting involving Aman Ghosh,2024-07-20T02:54:05,L0576,C0130,Meeting activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01115,Evidence Collection,Evidence Collection involving Kunal Menon,2024-06-27T14:24:43,L0500,C0130,Evidence Collection activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01116,Interview,Interview involving Avni Joshi,2024-01-29T01:57:30,L0500,C0130,Interview activity observed in connection with major cybercrime investigation CASE-2026-0130.,nan
EV01117,Evidence Collection,Evidence Collection involving Kunal Joshi,2024-02-09T13:53:06,L0500,C0130,Evidence Collection activity observed in connection with major cybercrime investigation CASE-2026-0130.,E06975
EV01118,Surveillance,Surveillance involving Isha Iyer,2024-02-05T08:28:56,L0576,C0130,Surveillance activity observed in connection with major cybercrime investigation CASE-2026-0130.,E06976
EV01119,Observation,Observation involving Yash Gupta,2024-07-21T01:47:33,L0056,C0131,Observation activity observed in connection with vehicle theft investigation CASE-2026-0131.,nan
EV01120,Observation,Observation involving Yamini Ghosh,2024-07-20T20:22:43,L0273,C0131,Observation activity observed in connection with vehicle theft investigation CASE-2026-0131.,E06980
EV01121,Surveillance,Surveillance involving Yash Gupta,2024-06-26T21:13:11,L0366,C0131,Surveillance activity observed in connection with vehicle theft investigation CASE-2026-0131.,nan
EV01122,Observation,Observation involving Pranav Iyer,2024-06-01T22:35:01,L0547,C0132,Observation activity observed in connection with financial crime investigation investigation CASE-2026-0132.,nan
EV01123,Observation,Observation involving Tara Joshi,2024-06-26T02:15:31,L0547,C0132,Observation activity observed in connection with financial crime investigation investigation CASE-2026-0132.,nan
EV01124,Vehicle Movement,Vehicle Movement involving Ishaan Chavan,2024-08-29T15:18:32,L0547,C0132,Vehicle Movement activity observed in connection with financial crime investigation investigation CASE-2026-0132.,nan
EV01125,Vehicle Movement,Vehicle Movement involving Pranav Shah,2024-08-27T08:05:30,L0547,C0132,Vehicle Movement activity observed in connection with financial crime investigation investigation CASE-2026-0132.,nan
EV01126,Observation,Observation involving Zoya Gupta,2024-06-01T01:09:20,L0120,C0132,Observation activity observed in connection with financial crime investigation investigation CASE-2026-0132.,nan
EV01127,Arrest,Arrest involving Ananya Verma,2024-06-21T05:40:58,L0547,C0132,Arrest activity observed in connection with financial crime investigation investigation CASE-2026-0132.,E06994
EV01128,Meeting,Meeting involving Dev Pillai,2024-05-20T11:37:12,L0120,C0132,Meeting activity observed in connection with financial crime investigation investigation CASE-2026-0132.,nan
EV01129,Arrest,Arrest involving Kabir Iyer,2024-08-22T00:44:34,L0328,C0132,Arrest activity observed in connection with financial crime investigation investigation CASE-2026-0132.,nan
EV01130,Interview,Interview involving Rohan Desai,2024-07-18T11:28:35,L0167,C0132,Interview activity observed in connection with financial crime investigation investigation CASE-2026-0132.,nan
EV01131,Observation,Observation involving Sneha Bansal,2024-04-19T23:27:17,L0547,C0132,Observation activity observed in connection with financial crime investigation investigation CASE-2026-0132.,nan
EV01132,Surveillance,Surveillance involving Karan Khan,2024-06-21T22:09:05,L0547,C0132,Surveillance activity observed in connection with financial crime investigation investigation CASE-2026-0132.,E06995
EV01133,Transaction,Transaction involving Pranav Shah,2024-06-25T13:50:02,L0328,C0132,Transaction activity observed in connection with financial crime investigation investigation CASE-2026-0132.,E06996
EV01134,Meeting,Meeting involving Dev Shah,2024-05-15T22:56:14,L0167,C0132,Meeting activity observed in connection with financial crime investigation investigation CASE-2026-0132.,nan
EV01135,Vehicle Movement,Vehicle Movement involving Simran Desai,2024-05-15T09:42:31,L0328,C0132,Vehicle Movement activity observed in connection with financial crime investigation investigation CASE-2026-0132.,E06997
EV01136,Vehicle Movement,Vehicle Movement involving Nikhil Malhotra,2024-12-05T02:01:45,L0591,C0133,Vehicle Movement activity observed in connection with theft investigation CASE-2026-0133.,E07004
EV01137,Surveillance,Surveillance involving Trisha Desai,2024-09-15T12:02:51,L0460,C0133,Surveillance activity observed in connection with theft investigation CASE-2026-0133.,nan
EV01138,Observation,Observation involving Nikhil Malhotra,2024-08-06T12:58:33,L0376,C0133,Observation activity observed in connection with theft investigation CASE-2026-0133.,nan
EV01139,Surveillance,Surveillance involving Manav Desai,2024-12-29T11:54:17,L0165,C0134,Surveillance activity observed in connection with assault investigation CASE-2026-0134.,nan
EV01140,Crime,Crime involving Vivek Malhotra,2024-09-08T17:47:40,L0063,C0134,Crime activity observed in connection with assault investigation CASE-2026-0134.,nan
EV01141,Cyber Activity,Cyber Activity involving Isha Khan,2024-11-18T18:05:19,L0190,C0134,Cyber Activity activity observed in connection with assault investigation CASE-2026-0134.,nan
EV01142,Call,Call involving Arnav Gupta,2024-11-18T08:42:12,L0190,C0134,Call activity observed in connection with assault investigation CASE-2026-0134.,E07012
EV01143,Arrest,Arrest involving Tara Sethi,2024-05-22T19:23:03,L0165,C0134,Arrest activity observed in connection with assault investigation CASE-2026-0134.,nan
EV01144,Evidence Collection,Evidence Collection involving Akash Reddy,2024-06-07T09:26:09,L0063,C0134,Evidence Collection activity observed in connection with assault investigation CASE-2026-0134.,nan
EV01145,Observation,Observation involving Kiara Rao,2024-12-25T01:43:33,L0190,C0134,Observation activity observed in connection with assault investigation CASE-2026-0134.,nan
EV01146,Transaction,Transaction involving Isha Khan,2024-11-03T09:37:56,L0093,C0134,Transaction activity observed in connection with assault investigation CASE-2026-0134.,nan
EV01147,Evidence Collection,Evidence Collection involving Arnav Gupta,2024-12-08T14:17:50,L0165,C0134,Evidence Collection activity observed in connection with assault investigation CASE-2026-0134.,E07013
EV01148,Crime,Crime involving Diya Das,2024-05-15T14:27:04,L0324,C0135,Crime activity observed in connection with payment fraud investigation CASE-2026-0135.,nan
EV01149,Cyber Activity,Cyber Activity involving Siddharth Reddy,2024-08-23T09:25:34,L0324,C0135,Cyber Activity activity observed in connection with payment fraud investigation CASE-2026-0135.,nan
EV01150,Cyber Activity,Cyber Activity involving Sneha Jadhav,2024-07-06T15:13:26,L0552,C0135,Cyber Activity activity observed in connection with payment fraud investigation CASE-2026-0135.,nan
EV01151,Call,Call involving Pallavi Singh,2024-05-16T14:40:18,L0419,C0135,Call activity observed in connection with payment fraud investigation CASE-2026-0135.,nan
EV01152,Arrest,Arrest involving Naveen Rao,2024-05-22T05:19:02,L0262,C0136,Arrest activity observed in connection with vehicle theft network investigation CASE-2026-0136.,nan
EV01153,Arrest,Arrest involving Yamini Malhotra,2024-06-11T12:59:19,L0132,C0136,Arrest activity observed in connection with vehicle theft network investigation CASE-2026-0136.,nan
EV01154,Transaction,Transaction involving Naveen Rao,2024-02-24T19:00:20,L0255,C0136,Transaction activity observed in connection with vehicle theft network investigation CASE-2026-0136.,nan
EV01155,Delivery,Delivery involving Harsh Shetty,2024-03-25T16:58:14,L0262,C0136,Delivery activity observed in connection with vehicle theft network investigation CASE-2026-0136.,nan
EV01156,Transaction,Transaction involving Arjun Kulkarni,2024-06-12T20:29:20,L0255,C0136,Transaction activity observed in connection with vehicle theft network investigation CASE-2026-0136.,nan
EV01157,Vehicle Movement,Vehicle Movement involving Naveen Rao,2024-01-31T22:02:39,L0255,C0136,Vehicle Movement activity observed in connection with vehicle theft network investigation CASE-2026-0136.,nan
EV01158,Meeting,Meeting involving Sneha Malhotra,2024-09-03T16:49:59,L0255,C0136,Meeting activity observed in connection with vehicle theft network investigation CASE-2026-0136.,nan
EV01159,Interview,Interview involving Ananya Mehta,2024-04-20T18:31:10,L0255,C0136,Interview activity observed in connection with vehicle theft network investigation CASE-2026-0136.,E07027
EV01160,Crime,Crime involving Arjun Kulkarni,2024-08-31T13:36:44,L0262,C0136,Crime activity observed in connection with vehicle theft network investigation CASE-2026-0136.,E07028
EV01161,Call,Call involving Riya Kapoor,2024-06-22T12:01:01,L0255,C0136,Call activity observed in connection with vehicle theft network investigation CASE-2026-0136.,nan
EV01162,Crime,Crime involving Dev Patil,2024-01-24T12:31:36,L0262,C0136,Crime activity observed in connection with vehicle theft network investigation CASE-2026-0136.,nan
EV01163,Interview,Interview involving Ananya Mehta,2024-04-19T18:50:29,L0098,C0136,Interview activity observed in connection with vehicle theft network investigation CASE-2026-0136.,E07029
EV01164,Observation,Observation involving Naveen Naik,2024-12-20T10:33:05,L0004,C0137,Observation activity observed in connection with digital fraud investigation CASE-2026-0137.,nan
EV01165,Financial Activity,Financial Activity involving Naveen Naik,2024-10-24T02:20:36,L0511,C0137,Financial Activity activity observed in connection with digital fraud investigation CASE-2026-0137.,nan
EV01166,Delivery,Delivery involving Nikhil Bhat,2024-02-05T19:59:09,L0163,C0137,Delivery activity observed in connection with digital fraud investigation CASE-2026-0137.,nan
EV01167,Arrest,Arrest involving Aditi Sethi,2024-07-23T02:44:51,L0388,C0137,Arrest activity observed in connection with digital fraud investigation CASE-2026-0137.,nan
EV01168,Delivery,Delivery involving Aditi Reddy,2024-04-23T10:19:53,L0511,C0137,Delivery activity observed in connection with digital fraud investigation CASE-2026-0137.,nan
EV01169,Vehicle Movement,Vehicle Movement involving Ishita Shah,2024-06-07T18:44:28,L0511,C0137,Vehicle Movement activity observed in connection with digital fraud investigation CASE-2026-0137.,E07039
EV01170,Crime,Crime involving Varun Reddy,2024-02-23T16:44:09,L0388,C0137,Crime activity observed in connection with digital fraud investigation CASE-2026-0137.,E07040
EV01171,Surveillance,Surveillance involving Zoya Chavan,2024-05-20T12:28:38,L0004,C0137,Surveillance activity observed in connection with digital fraud investigation CASE-2026-0137.,E07041
EV01172,Transaction,Transaction involving Aditya Rao,2024-10-05T13:14:35,L0511,C0137,Transaction activity observed in connection with digital fraud investigation CASE-2026-0137.,nan
EV01173,Crime,Crime involving Siddharth Bansal,2024-01-20T13:30:51,L0256,C0138,Crime activity observed in connection with payment fraud investigation CASE-2026-0138.,nan
EV01174,Observation,Observation involving Siddharth Bansal,2024-08-21T04:20:53,L0128,C0138,Observation activity observed in connection with payment fraud investigation CASE-2026-0138.,E07046
EV01175,Surveillance,Surveillance involving Trisha Naik,2024-08-15T11:05:51,L0256,C0138,Surveillance activity observed in connection with payment fraud investigation CASE-2026-0138.,nan
EV01176,Crime,Crime involving Nikhil Kulkarni,2024-12-08T13:34:07,L0128,C0138,Crime activity observed in connection with payment fraud investigation CASE-2026-0138.,E07047
EV01177,Interview,Interview involving Nikhil Kulkarni,2024-01-25T10:09:23,L0188,C0138,Interview activity observed in connection with payment fraud investigation CASE-2026-0138.,nan
EV01178,Crime,Crime involving Akash Sethi,2024-10-12T14:33:15,L0188,C0138,Crime activity observed in connection with payment fraud investigation CASE-2026-0138.,E07048
EV01179,Observation,Observation involving Mahi Thakur,2024-08-12T11:29:31,L0128,C0138,Observation activity observed in connection with payment fraud investigation CASE-2026-0138.,E07049
EV01180,Meeting,Meeting involving Ananya Singh,2024-06-20T07:53:10,L0363,C0139,Meeting activity observed in connection with large organized crime network investigation CASE-2026-0139.,E07076
EV01181,Crime,Crime involving Saurabh Patil,2024-07-07T17:36:38,L0554,C0139,Crime activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01182,Arrest,Arrest involving Ananya Singh,2024-08-06T20:35:22,L0369,C0139,Arrest activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01183,Delivery,Delivery involving Siddharth Menon,2024-11-18T11:45:17,L0547,C0139,Delivery activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01184,Delivery,Delivery involving Kavya Sethi,2024-10-23T23:01:02,L0554,C0139,Delivery activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01185,Delivery,Delivery involving Diya Khan,2024-02-01T11:17:10,L0547,C0139,Delivery activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01186,Vehicle Movement,Vehicle Movement involving Pranav Rao,2024-05-25T04:51:30,L0554,C0139,Vehicle Movement activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01187,Cyber Activity,Cyber Activity involving Kiara Reddy,2024-01-02T21:48:26,L0554,C0139,Cyber Activity activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01188,Cyber Activity,Cyber Activity involving Yamini Gupta,2024-01-11T14:39:57,L0369,C0139,Cyber Activity activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01189,Transaction,Transaction involving Siddharth Menon,2024-02-27T18:14:16,L0363,C0139,Transaction activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01190,Call,Call involving Rohan Shah,2024-01-22T16:27:06,L0547,C0139,Call activity observed in connection with large organized crime network investigation CASE-2026-0139.,E07077
EV01191,Meeting,Meeting involving Kiara Reddy,2024-12-26T23:01:13,L0547,C0139,Meeting activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01192,Arrest,Arrest involving Aditi Kapoor,2024-01-13T05:23:28,L0061,C0139,Arrest activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01193,Vehicle Movement,Vehicle Movement involving Yamini Gupta,2024-11-09T01:40:21,L0061,C0139,Vehicle Movement activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01194,Vehicle Movement,Vehicle Movement involving Aditi Kapoor,2024-06-16T13:14:59,L0369,C0139,Vehicle Movement activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01195,Financial Activity,Financial Activity involving Pranav Rao,2024-12-05T05:53:00,L0547,C0139,Financial Activity activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01196,Interview,Interview involving Ishita Das,2024-05-28T12:34:46,L0547,C0139,Interview activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01197,Observation,Observation involving Yamini Gupta,2024-04-19T23:35:04,L0554,C0139,Observation activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01198,Evidence Collection,Evidence Collection involving Mahi Joshi,2024-08-04T07:13:49,L0369,C0139,Evidence Collection activity observed in connection with large organized crime network investigation CASE-2026-0139.,E07078
EV01199,Evidence Collection,Evidence Collection involving Pooja Gupta,2024-02-03T11:22:24,L0547,C0139,Evidence Collection activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01200,Observation,Observation involving Ishita Das,2024-08-23T09:52:26,L0554,C0139,Observation activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01201,Transaction,Transaction involving Siddharth Menon,2024-11-30T21:44:56,L0369,C0139,Transaction activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01202,Observation,Observation involving Pooja Gupta,2024-12-27T05:12:14,L0061,C0139,Observation activity observed in connection with large organized crime network investigation CASE-2026-0139.,E07079
EV01203,Observation,Observation involving Ishita Das,2024-11-03T18:45:34,L0061,C0139,Observation activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01204,Transaction,Transaction involving Ishita Das,2024-01-16T06:43:19,L0363,C0139,Transaction activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01205,Call,Call involving Tara Ghosh,2024-01-07T14:29:09,L0363,C0139,Call activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01206,Cyber Activity,Cyber Activity involving Saurabh Gupta,2024-03-18T15:29:05,L0369,C0139,Cyber Activity activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01207,Call,Call involving Naveen Verma,2024-02-25T05:35:34,L0061,C0139,Call activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01208,Surveillance,Surveillance involving Arjun Desai,2024-04-06T03:04:13,L0554,C0139,Surveillance activity observed in connection with large organized crime network investigation CASE-2026-0139.,nan
EV01209,Vehicle Movement,Vehicle Movement involving Tara Gupta,2024-04-25T22:34:59,L0369,C0139,Vehicle Movement activity observed in connection with large organized crime network investigation CASE-2026-0139.,E07080
EV01210,Vehicle Movement,Vehicle Movement involving Manav Thakur,2024-04-07T06:06:04,L0369,C0139,Vehicle Movement activity observed in connection with large organized crime network investigation CASE-2026-0139.,E07081
EV01211,Crime,Crime involving Rohan Shah,2024-01-05T21:19:06,L0369,C0139,Crime activity observed in connection with large organized crime network investigation CASE-2026-0139.,E07082
EV01212,Call,Call involving Kabir Naik,2024-07-22T02:57:36,L0066,C0140,Call activity observed in connection with online fraud investigation CASE-2026-0140.,E07088
EV01213,Vehicle Movement,Vehicle Movement involving Simran Das,2024-05-27T03:14:33,L0201,C0140,Vehicle Movement activity observed in connection with online fraud investigation CASE-2026-0140.,nan
EV01214,Cyber Activity,Cyber Activity involving Aniket Chavan,2024-08-23T17:48:31,L0569,C0140,Cyber Activity activity observed in connection with online fraud investigation CASE-2026-0140.,nan
EV01215,Meeting,Meeting involving Rhea Sethi,2024-04-12T05:08:45,L0553,C0140,Meeting activity observed in connection with online fraud investigation CASE-2026-0140.,nan
EV01216,Cyber Activity,Cyber Activity involving Nikhil Kulkarni,2024-06-04T12:31:21,L0201,C0140,Cyber Activity activity observed in connection with online fraud investigation CASE-2026-0140.,nan
EV01217,Delivery,Delivery involving Pranav Das,2024-08-30T08:40:16,L0073,C0140,Delivery activity observed in connection with online fraud investigation CASE-2026-0140.,nan
EV01218,Evidence Collection,Evidence Collection involving Riya Menon,2024-06-30T19:15:15,L0201,C0140,Evidence Collection activity observed in connection with online fraud investigation CASE-2026-0140.,nan
EV01219,Evidence Collection,Evidence Collection involving Yamini Bansal,2024-06-24T10:07:35,L0066,C0140,Evidence Collection activity observed in connection with online fraud investigation CASE-2026-0140.,E07089
EV01220,Surveillance,Surveillance involving Dev Patil,2024-05-16T23:56:50,L0553,C0140,Surveillance activity observed in connection with online fraud investigation CASE-2026-0140.,nan
EV01221,Financial Activity,Financial Activity involving Zoya Iyer,2024-04-10T18:58:26,L0066,C0140,Financial Activity activity observed in connection with online fraud investigation CASE-2026-0140.,nan
EV01222,Arrest,Arrest involving Sneha Shetty,2024-08-17T10:27:17,L0573,C0141,Arrest activity observed in connection with financial fraud investigation CASE-2026-0141.,nan
EV01223,Arrest,Arrest involving Arnav Gupta,2024-08-31T18:24:00,L0573,C0141,Arrest activity observed in connection with financial fraud investigation CASE-2026-0141.,nan
EV01224,Observation,Observation involving Anushka Mishra,2024-08-24T11:55:39,L0184,C0141,Observation activity observed in connection with financial fraud investigation CASE-2026-0141.,nan
EV01225,Transaction,Transaction involving Sneha Shetty,2024-08-30T01:29:13,L0164,C0141,Transaction activity observed in connection with financial fraud investigation CASE-2026-0141.,nan
EV01226,Financial Activity,Financial Activity involving Akash Rao,2024-08-19T03:14:05,L0164,C0141,Financial Activity activity observed in connection with financial fraud investigation CASE-2026-0141.,E07096
EV01227,Meeting,Meeting involving Kiara Mishra,2024-08-26T02:41:22,L0573,C0141,Meeting activity observed in connection with financial fraud investigation CASE-2026-0141.,E07097
EV01228,Vehicle Movement,Vehicle Movement involving Vivek Shah,2024-08-19T17:17:57,L0245,C0141,Vehicle Movement activity observed in connection with financial fraud investigation CASE-2026-0141.,E07098
EV01229,Delivery,Delivery involving Kunal Kulkarni,2024-08-19T15:22:11,L0573,C0141,Delivery activity observed in connection with financial fraud investigation CASE-2026-0141.,nan
EV01230,Vehicle Movement,Vehicle Movement involving Meera Pillai,2024-08-30T15:25:29,L0573,C0141,Vehicle Movement activity observed in connection with financial fraud investigation CASE-2026-0141.,nan
EV01231,Interview,Interview involving Kunal Kulkarni,2024-08-24T18:01:25,L0245,C0141,Interview activity observed in connection with financial fraud investigation CASE-2026-0141.,nan
EV01232,Crime,Crime involving Aarav Bhat,2024-08-22T23:19:46,L0164,C0141,Crime activity observed in connection with financial fraud investigation CASE-2026-0141.,nan
EV01233,Evidence Collection,Evidence Collection involving Sneha Shetty,2024-08-30T01:16:55,L0245,C0141,Evidence Collection activity observed in connection with financial fraud investigation CASE-2026-0141.,E07099
EV01234,Crime,Crime involving Siddharth Ghosh,2024-10-16T11:04:58,L0270,C0142,Crime activity observed in connection with payment fraud investigation CASE-2026-0142.,nan
EV01235,Call,Call involving Dev Kapoor,2024-06-23T19:15:49,L0083,C0142,Call activity observed in connection with payment fraud investigation CASE-2026-0142.,nan
EV01236,Vehicle Movement,Vehicle Movement involving Vikram Shah,2024-06-19T16:18:55,L0020,C0143,Vehicle Movement activity observed in connection with minor fraud investigation CASE-2026-0143.,nan
EV01237,Meeting,Meeting involving Ishita Reddy,2024-04-13T00:20:11,L0449,C0143,Meeting activity observed in connection with minor fraud investigation CASE-2026-0143.,nan
EV01238,Arrest,Arrest involving Pranav Kulkarni,2024-07-21T06:43:19,L0493,C0144,Arrest activity observed in connection with insurance fraud investigation CASE-2026-0144.,nan
EV01239,Cyber Activity,Cyber Activity involving Tara Menon,2024-11-28T05:58:25,L0140,C0144,Cyber Activity activity observed in connection with insurance fraud investigation CASE-2026-0144.,E07126
EV01240,Arrest,Arrest involving Kiara Shah,2024-08-20T15:45:41,L0493,C0144,Arrest activity observed in connection with insurance fraud investigation CASE-2026-0144.,nan
EV01241,Cyber Activity,Cyber Activity involving Vanya Thakur,2024-07-17T12:12:56,L0140,C0144,Cyber Activity activity observed in connection with insurance fraud investigation CASE-2026-0144.,nan
EV01242,Vehicle Movement,Vehicle Movement involving Aman Thakur,2024-04-08T19:36:56,L0242,C0144,Vehicle Movement activity observed in connection with insurance fraud investigation CASE-2026-0144.,nan
EV01243,Call,Call involving Aniket Pillai,2024-02-03T01:59:13,L0275,C0144,Call activity observed in connection with insurance fraud investigation CASE-2026-0144.,E07127
EV01244,Meeting,Meeting involving Dhruv Saxena,2024-09-16T02:13:15,L0275,C0144,Meeting activity observed in connection with insurance fraud investigation CASE-2026-0144.,nan
EV01245,Evidence Collection,Evidence Collection involving Rahul Kulkarni,2024-03-04T07:21:47,L0242,C0144,Evidence Collection activity observed in connection with insurance fraud investigation CASE-2026-0144.,nan
EV01246,Arrest,Arrest involving Vikram Rao,2024-07-01T07:15:49,L0038,C0144,Arrest activity observed in connection with insurance fraud investigation CASE-2026-0144.,nan
EV01247,Call,Call involving Karan Sethi,2024-05-04T00:12:05,L0140,C0144,Call activity observed in connection with insurance fraud investigation CASE-2026-0144.,nan
EV01248,Delivery,Delivery involving Kunal Verma,2024-10-28T08:24:23,L0140,C0144,Delivery activity observed in connection with insurance fraud investigation CASE-2026-0144.,E07128
EV01249,Delivery,Delivery involving Vikram Rao,2024-06-07T06:44:29,L0140,C0144,Delivery activity observed in connection with insurance fraud investigation CASE-2026-0144.,nan
EV01250,Financial Activity,Financial Activity involving Yamini Gupta,2024-03-24T02:16:11,L0275,C0144,Financial Activity activity observed in connection with insurance fraud investigation CASE-2026-0144.,E07129
EV01251,Crime,Crime involving Nisha Das,2024-07-27T07:00:49,L0058,C0145,Crime activity observed in connection with major organized crime investigation CASE-2026-0145.,nan
EV01252,Interview,Interview involving Zoya Kapoor,2024-04-27T16:17:53,L0501,C0145,Interview activity observed in connection with major organized crime investigation CASE-2026-0145.,nan
EV01253,Crime,Crime involving Kiara Mishra,2024-07-18T22:58:59,L0501,C0145,Crime activity observed in connection with major organized crime investigation CASE-2026-0145.,nan
EV01254,Transaction,Transaction involving Vikram Sethi,2024-07-09T16:01:51,L0058,C0145,Transaction activity observed in connection with major organized crime investigation CASE-2026-0145.,nan
EV01255,Meeting,Meeting involving Aanya Singh,2024-04-24T07:11:32,L0266,C0145,Meeting activity observed in connection with major organized crime investigation CASE-2026-0145.,nan
EV01256,Meeting,Meeting involving Simran Ghosh,2024-08-07T19:08:25,L0231,C0145,Meeting activity observed in connection with major organized crime investigation CASE-2026-0145.,nan
EV01257,Transaction,Transaction involving Nikhil Verma,2024-02-18T20:27:03,L0058,C0145,Transaction activity observed in connection with major organized crime investigation CASE-2026-0145.,nan
EV01258,Cyber Activity,Cyber Activity involving Kabir Iyer,2024-03-14T05:03:19,L0266,C0145,Cyber Activity activity observed in connection with major organized crime investigation CASE-2026-0145.,E07139
EV01259,Financial Activity,Financial Activity involving Vikram Gupta,2024-01-09T19:00:00,L0266,C0145,Financial Activity activity observed in connection with major organized crime investigation CASE-2026-0145.,nan
EV01260,Transaction,Transaction involving Anushka Joshi,2024-06-02T06:54:28,L0285,C0145,Transaction activity observed in connection with major organized crime investigation CASE-2026-0145.,nan
EV01261,Arrest,Arrest involving Siddharth Mehta,2024-01-08T16:30:22,L0266,C0145,Arrest activity observed in connection with major organized crime investigation CASE-2026-0145.,nan
EV01262,Vehicle Movement,Vehicle Movement involving Zoya Chavan,2024-02-20T15:56:30,L0231,C0145,Vehicle Movement activity observed in connection with major organized crime investigation CASE-2026-0145.,nan
