finding_id,source_id,entity_id,entity_type,finding_type,content,timestamp,confidence,status,case_id
OF00595,OS0299,P02098,person,Business Listing,OSINT record suggests online presence associated with Isha Iyer (P02098).,2024-07-13T23:36:39,0.65,Verified,C0147
OF00596,OS0299,P02111,person,Business Listing,OSINT record suggests online presence associated with Trisha Verma (P02111).,2024-07-12T23:36:39,0.59,Disputed,C0147
OF00597,OS0300,P02103,person,Business Listing,OSINT record suggests online presence associated with Pooja Kulkarni (P02103).,2024-07-10T01:49:19,0.59,Review,C0147
OF00598,OS0300,P02105,person,Business Listing,OSINT record suggests online presence associated with Kavya Rao (P02105).,2024-07-10T04:49:19,0.77,Verified,C0147
OF00599,OS0300,P02118,person,Social Identity,OSINT record suggests online presence associated with Karan Chavan (P02118).,2024-07-08T16:49:19,0.84,Review,C0147
OF00600,OS0301,P02121,person,Social Identity,OSINT record suggests online presence associated with Avni Bansal (P02121).,2024-09-05T17:03:20,0.67,Review,C0148
OF00601,OS0301,O0086,organization,Social Identity,OSINT record references business listing possibly linked to Maharashtra Industrial Manufacturing Co (O0086).,2024-09-06T21:03:20,0.88,Disputed,C0148
OF00602,OS0301,P02119,person,Public Mention,OSINT record suggests online presence associated with Naveen Kulkarni (P02119).,2024-09-06T17:03:20,0.6,Review,C0148
OF00603,OS0302,O0087,organization,Social Identity,OSINT record references business listing possibly linked to Yamuna Exports (O0087).,2024-01-23T21:56:49,0.53,Review,C0149
OF00604,OS0302,O0087,organization,Social Identity,OSINT record references business listing possibly linked to Yamuna Exports (O0087).,2024-01-24T02:56:49,0.63,Review,C0149
OF00605,OS0303,P02122,person,Business Listing,OSINT record suggests online presence associated with Simran Kapoor (P02122).,2024-05-09T02:21:53,0.56,Review,C0149
OF00606,OS0304,O0087,organization,Social Identity,OSINT record references business listing possibly linked to Yamuna Exports (O0087).,2024-06-28T16:30:05,0.86,Verified,C0149
OF00607,OS0304,P02127,person,Digital Footprint,OSINT record suggests online presence associated with Rahul Das (P02127).,2024-06-28T13:30:05,0.65,Review,C0149
OF00608,OS0305,P02124,person,Business Listing,OSINT record suggests online presence associated with Zoya Kapoor (P02124).,2024-05-18T18:09:10,0.49,Verified,C0149
OF00609,OS0306,P02154,person,Digital Footprint,OSINT record suggests online presence associated with Karan Khan (P02154).,2024-06-18T08:45:52,0.9,Disputed,C0150
OF00610,OS0307,P02155,person,Public Mention,OSINT record suggests online presence associated with Sneha Sethi (P02155).,2024-05-06T00:43:10,0.83,Verified,C0150
OF00611,OS0307,P02141,person,Business Listing,OSINT record suggests online presence associated with Manav Shah (P02141).,2024-05-06T07:43:10,0.9,Disputed,C0150
OF00612,OS0307,P02152,person,Business Listing,OSINT record suggests online presence associated with Vikram Iyer (P02152).,2024-05-05T19:43:10,0.62,Disputed,C0150
OF00613,OS0308,P02155,person,Public Mention,OSINT record suggests online presence associated with Sneha Sethi (P02155).,2024-02-01T00:47:25,0.47,Disputed,C0150
OF00614,OS0308,P02130,person,Digital Footprint,OSINT record suggests online presence associated with Yamini Saxena (P02130).,2024-02-01T20:47:25,0.91,Verified,C0150
OF00615,OS0309,P02136,person,Business Listing,OSINT record suggests online presence associated with Ishita Mishra (P02136).,2024-04-14T15:29:12,0.7,Review,C0150
OF00616,OS0309,P02143,person,Business Listing,OSINT record suggests online presence associated with Vanya Bansal (P02143).,2024-04-15T08:29:12,0.55,Verified,C0150
OF00617,OS0309,P02162,person,Business Listing,OSINT record suggests online presence associated with Simran Shah (P02162).,2024-04-14T20:29:12,0.53,Review,C0150
OF00618,OS0310,O0088,organization,Digital Footprint,OSINT record references business listing possibly linked to Western Enterprises (O0088).,2024-03-30T09:52:07,0.72,Review,C0151
OF00619,OS0311,P02187,person,Business Listing,OSINT record suggests online presence associated with Yamini Desai (P02187).,2024-03-17T15:45:04,0.59,Review,C0152
OF00620,OS0311,P02188,person,Public Mention,OSINT record suggests online presence associated with Ishaan Menon (P02188).,2024-03-16T18:45:04,0.47,Review,C0152
OF00621,OS0311,O0089,organization,Business Listing,OSINT record references business listing possibly linked to Unity Retailers Pvt Ltd (O0089).,2024-03-16T17:45:04,0.57,Verified,C0152
OF00622,OS0312,P02214,person,Public Mention,OSINT record suggests online presence associated with Arjun Rao (P02214).,2024-07-31T21:29:09,0.71,Disputed,C0153
OF00623,OS0312,P02212,person,Social Identity,OSINT record suggests online presence associated with Simran Shah (P02212).,2024-08-02T10:29:09,0.77,Disputed,C0153
OF00624,OS0312,P02203,person,Public Mention,OSINT record suggests online presence associated with Tanvi Ghosh (P02203).,2024-08-01T12:29:09,0.51,Disputed,C0153
OF00625,OS0313,P02218,person,Digital Footprint,OSINT record suggests online presence associated with Yamini Pillai (P02218).,2024-07-30T22:01:43,0.8,Review,C0153
OF00626,OS0314,P02237,person,Digital Footprint,OSINT record suggests online presence associated with Aniket Ghosh (P02237).,2024-08-14T00:38:27,0.71,Verified,C0154
OF00627,OS0314,O0090,organization,Public Mention,OSINT record references business listing possibly linked to Maharashtra Industrial Financial Solutions (O0090).,2024-08-13T08:38:27,0.52,Disputed,C0154
OF00628,OS0315,P02235,person,Digital Footprint,OSINT record suggests online presence associated with Aman Saxena (P02235).,2024-04-07T11:14:37,0.56,Verified,C0154
OF00629,OS0316,P02240,person,Public Mention,OSINT record suggests online presence associated with Rhea Desai (P02240).,2024-07-11T00:01:30,0.47,Disputed,C0155
OF00630,OS0316,P02246,person,Digital Footprint,OSINT record suggests online presence associated with Dev Pillai (P02246).,2024-07-10T10:01:30,0.89,Verified,C0155
OF00631,OS0317,O0091,organization,Public Mention,OSINT record references business listing possibly linked to Konkan Trade Consultants (O0091).,2024-06-29T11:04:51,0.74,Verified,C0155
OF00632,OS0317,O0091,organization,Social Identity,OSINT record references business listing possibly linked to Konkan Trade Consultants (O0091).,2024-07-01T06:04:51,0.88,Review,C0155
OF00633,OS0317,P02239,person,Digital Footprint,OSINT record suggests online presence associated with Riya Mehta (P02239).,2024-06-29T14:04:51,0.73,Disputed,C0155
OF00634,OS0318,P02250,person,Social Identity,OSINT record suggests online presence associated with Akash Iyer (P02250).,2024-08-01T11:57:08,0.65,Disputed,C0156
OF00635,OS0319,P02258,person,Digital Footprint,OSINT record suggests online presence associated with Neha Kapoor (P02258).,2024-08-17T09:24:34,0.63,Verified,C0156
OF00636,OS0319,P02254,person,Social Identity,OSINT record suggests online presence associated with Aditi Verma (P02254).,2024-08-16T22:24:34,0.53,Disputed,C0156
OF00637,OS0320,P02255,person,Digital Footprint,OSINT record suggests online presence associated with Varun Nair (P02255).,2024-09-01T06:12:42,0.62,Review,C0156
OF00638,OS0321,P02256,person,Social Identity,OSINT record suggests online presence associated with Neha Iyer (P02256).,2024-08-13T10:18:32,0.83,Verified,C0156
OF00639,OS0321,P02258,person,Business Listing,OSINT record suggests online presence associated with Neha Kapoor (P02258).,2024-08-14T11:18:32,0.79,Verified,C0156
OF00640,OS0322,P01340,person,Public Mention,OSINT record suggests online presence associated with Rohan Thakur (P01340).,2024-05-31T01:11:04,0.9,Verified,C0157
OF00641,OS0322,O0092,organization,Business Listing,OSINT record references business listing possibly linked to Central Realty Pvt Ltd (O0092).,2024-05-30T11:11:04,0.81,Verified,C0157
OF00642,OS0322,P02261,person,Public Mention,OSINT record suggests online presence associated with Nikhil Menon (P02261).,2024-05-30T06:11:04,0.72,Verified,C0157
OF00643,OS0323,P02266,person,Business Listing,OSINT record suggests online presence associated with Trisha Jadhav (P02266).,2024-12-03T12:39:54,0.87,Verified,C0158
OF00644,OS0323,P02266,person,Public Mention,OSINT record suggests online presence associated with Trisha Jadhav (P02266).,2024-12-02T16:39:54,0.65,Disputed,C0158
OF00645,OS0323,P02265,person,Digital Footprint,OSINT record suggests online presence associated with Mahi Joshi (P02265).,2024-12-04T10:39:54,0.84,Review,C0158
OF00646,OS0324,P02268,person,Business Listing,OSINT record suggests online presence associated with Isha Reddy (P02268).,2024-11-03T17:17:22,0.45,Verified,C0159
OF00647,OS0325,P02268,person,Digital Footprint,OSINT record suggests online presence associated with Isha Reddy (P02268).,2024-08-10T19:52:03,0.65,Review,C0159
OF00648,OS0325,P02273,person,Business Listing,OSINT record suggests online presence associated with Ritesh Ghosh (P02273).,2024-08-10T15:52:03,0.69,Verified,C0159
OF00649,OS0325,P02268,person,Digital Footprint,OSINT record suggests online presence associated with Isha Reddy (P02268).,2024-08-10T04:52:03,0.85,Verified,C0159
OF00650,OS0326,P01098,person,Digital Footprint,OSINT record suggests online presence associated with Harsh Menon (P01098).,2024-07-04T04:34:35,0.46,Review,C0159
OF00651,OS0327,O0093,organization,Social Identity,OSINT record references business listing possibly linked to Urban Link Manufacturing Co (O0093).,2024-07-30T17:26:57,0.86,Verified,C0160
OF00652,OS0327,P02274,person,Public Mention,OSINT record suggests online presence associated with Ananya Iyer (P02274).,2024-07-30T03:26:57,0.69,Review,C0160
OF00653,OS0327,P02275,person,Public Mention,OSINT record suggests online presence associated with Ananya Kapoor (P02275).,2024-07-30T17:26:57,0.47,Verified,C0160
OF00654,OS0328,P02307,person,Digital Footprint,OSINT record suggests online presence associated with Harsh Mehta (P02307).,2024-08-13T13:39:10,0.79,Review,C0161
OF00655,OS0328,O0094,organization,Social Identity,OSINT record references business listing possibly linked to Horizon Distribution Services (O0094).,2024-08-13T14:39:10,0.9,Disputed,C0161
OF00656,OS0328,P02293,person,Business Listing,OSINT record suggests online presence associated with Aditya Saxena (P02293).,2024-08-12T08:39:10,0.74,Review,C0161
OF00657,OS0329,P02303,person,Digital Footprint,OSINT record suggests online presence associated with Riya Mishra (P02303).,2024-06-14T02:53:12,0.55,Review,C0161
OF00658,OS0330,P02290,person,Digital Footprint,OSINT record suggests online presence associated with Vivek Iyer (P02290).,2024-04-04T16:38:21,0.51,Review,C0161
OF00659,OS0330,O0094,organization,Public Mention,OSINT record references business listing possibly linked to Horizon Distribution Services (O0094).,2024-04-04T06:38:21,0.61,Review,C0161
OF00660,OS0330,O0094,organization,Public Mention,OSINT record references business listing possibly linked to Horizon Distribution Services (O0094).,2024-04-03T07:38:21,0.49,Verified,C0161
OF00661,OS0331,P02314,person,Digital Footprint,OSINT record suggests online presence associated with Ishaan Menon (P02314).,2024-07-24T11:16:08,0.78,Verified,C0162
OF00662,OS0331,O0095,organization,Digital Footprint,OSINT record references business listing possibly linked to Orbit Industrial Supplies (O0095).,2024-07-25T15:16:08,0.86,Disputed,C0162
OF00663,OS0332,P02318,person,Digital Footprint,OSINT record suggests online presence associated with Isha Singh (P02318).,2024-06-30T23:28:10,0.62,Verified,C0162
OF00664,OS0332,P02324,person,Digital Footprint,OSINT record suggests online presence associated with Anushka Desai (P02324).,2024-06-29T08:28:10,0.79,Disputed,C0162
OF00665,OS0333,O0095,organization,Social Identity,OSINT record references business listing possibly linked to Orbit Industrial Supplies (O0095).,2024-07-19T23:49:21,0.49,Review,C0162
OF00666,OS0334,O0096,organization,Public Mention,OSINT record references business listing possibly linked to Zenith Traders (O0096).,2024-05-09T05:37:50,0.54,Review,C0163
OF00667,OS0334,O0096,organization,Digital Footprint,OSINT record references business listing possibly linked to Zenith Traders (O0096).,2024-05-08T17:37:50,0.57,Review,C0163
OF00668,OS0335,P02341,person,Public Mention,OSINT record suggests online presence associated with Aniket Desai (P02341).,2024-05-14T07:47:14,0.67,Verified,C0164
OF00669,OS0335,P01342,person,Social Identity,OSINT record suggests online presence associated with Yash Reddy (P01342).,2024-05-15T02:47:14,0.5,Verified,C0164
OF00670,OS0335,P02343,person,Business Listing,OSINT record suggests online presence associated with Sameer Iyer (P02343).,2024-05-14T23:47:14,0.6,Disputed,C0164
OF00671,OS0336,P02387,person,Business Listing,OSINT record suggests online presence associated with Sneha Verma (P02387).,2024-01-03T20:52:04,0.85,Verified,C0165
OF00672,OS0337,P02359,person,Social Identity,OSINT record suggests online presence associated with Mahi Reddy (P02359).,2024-05-04T03:54:20,0.67,Disputed,C0165
OF00673,OS0337,P02377,person,Business Listing,OSINT record suggests online presence associated with Aditya Saxena (P02377).,2024-05-03T14:54:20,0.58,Verified,C0165
OF00674,OS0338,P02388,person,Social Identity,OSINT record suggests online presence associated with Rahul Iyer (P02388).,2024-12-30T10:58:56,0.7,Disputed,C0166
OF00675,OS0339,P02405,person,Digital Footprint,OSINT record suggests online presence associated with Anushka Shetty (P02405).,2024-12-02T19:13:12,0.83,Verified,C0166
OF00676,OS0339,P02397,person,Public Mention,OSINT record suggests online presence associated with Dhruv Das (P02397).,2024-12-02T02:13:12,0.63,Review,C0166
OF00677,OS0340,P02396,person,Digital Footprint,OSINT record suggests online presence associated with Kiara Shetty (P02396).,2024-05-17T22:05:54,0.74,Disputed,C0166
OF00678,OS0340,P02399,person,Social Identity,OSINT record suggests online presence associated with Pooja Reddy (P02399).,2024-05-17T06:05:54,0.74,Disputed,C0166
OF00679,OS0340,P02401,person,Social Identity,OSINT record suggests online presence associated with Sameer Shetty (P02401).,2024-05-16T04:05:54,0.52,Review,C0166
OF00680,OS0341,P02397,person,Digital Footprint,OSINT record suggests online presence associated with Dhruv Das (P02397).,2024-04-21T19:38:19,0.89,Verified,C0166
OF00681,OS0341,P02389,person,Business Listing,OSINT record suggests online presence associated with Ishita Joshi (P02389).,2024-04-21T21:38:19,0.91,Review,C0166
OF00682,OS0341,P02406,person,Social Identity,OSINT record suggests online presence associated with Aditya Verma (P02406).,2024-04-22T00:38:19,0.67,Disputed,C0166
OF00683,OS0342,P00882,person,Public Mention,OSINT record suggests online presence associated with Aman Verma (P00882).,2024-12-30T13:12:02,0.88,Disputed,C0167
OF00684,OS0342,P00882,person,Business Listing,OSINT record suggests online presence associated with Aman Verma (P00882).,2024-12-30T18:12:02,0.91,Disputed,C0167
OF00685,OS0343,P02418,person,Digital Footprint,OSINT record suggests online presence associated with Shreya Das (P02418).,2024-11-20T01:51:08,0.57,Verified,C0168
OF00686,OS0344,P02421,person,Digital Footprint,OSINT record suggests online presence associated with Pranav Patil (P02421).,2024-04-01T00:45:05,0.48,Verified,C0169
OF00687,OS0344,P02420,person,Social Identity,OSINT record suggests online presence associated with Aditi Mehta (P02420).,2024-03-31T17:45:05,0.81,Review,C0169
OF00688,OS0345,P02426,person,Social Identity,OSINT record suggests online presence associated with Harsh Das (P02426).,2024-08-29T06:52:40,0.46,Disputed,C0170
OF00689,OS0346,P02427,person,Social Identity,OSINT record suggests online presence associated with Akash Joshi (P02427).,2024-05-13T18:20:24,0.56,Disputed,C0170
OF00690,OS0346,P02426,person,Social Identity,OSINT record suggests online presence associated with Harsh Das (P02426).,2024-05-15T02:20:24,0.54,Disputed,C0170
OF00691,OS0347,P02428,person,Business Listing,OSINT record suggests online presence associated with Pooja Das (P02428).,2024-04-03T18:34:43,0.73,Verified,C0170
OF00692,OS0347,P02432,person,Social Identity,OSINT record suggests online presence associated with Trisha Pillai (P02432).,2024-04-04T05:34:43,0.86,Disputed,C0170
OF00693,OS0348,P02426,person,Social Identity,OSINT record suggests online presence associated with Harsh Das (P02426).,2024-06-07T12:16:50,0.51,Verified,C0170
OF00694,OS0348,P02423,person,Social Identity,OSINT record suggests online presence associated with Ananya Chavan (P02423).,2024-06-05T22:16:50,0.83,Disputed,C0170
OF00695,OS0349,P02441,person,Public Mention,OSINT record suggests online presence associated with Shreya Kulkarni (P02441).,2024-05-18T04:50:04,0.83,Disputed,C0171
OF00696,OS0349,P02440,person,Social Identity,OSINT record suggests online presence associated with Shreya Bansal (P02440).,2024-05-17T08:50:04,0.54,Review,C0171
OF00697,OS0349,P02437,person,Digital Footprint,OSINT record suggests online presence associated with Zoya Kapoor (P02437).,2024-05-18T01:50:04,0.68,Disputed,C0171
OF00698,OS0350,P02434,person,Public Mention,OSINT record suggests online presence associated with Yamini Ghosh (P02434).,2024-08-30T23:50:30,0.83,Verified,C0171
OF00699,OS0351,P02441,person,Business Listing,OSINT record suggests online presence associated with Shreya Kulkarni (P02441).,2024-04-16T12:05:52,0.9,Disputed,C0171
OF00700,OS0351,P02436,person,Public Mention,OSINT record suggests online presence associated with Tanvi Menon (P02436).,2024-04-17T02:05:52,0.91,Review,C0171
OF00701,OS0351,P02438,person,Social Identity,OSINT record suggests online presence associated with Aanya Mishra (P02438).,2024-04-16T23:05:52,0.52,Review,C0171
OF00702,OS0352,O0100,organization,Digital Footprint,OSINT record references business listing possibly linked to Horizon Retailers Pvt Ltd (O0100).,2024-07-19T04:05:08,0.55,Verified,C0172
OF00703,OS0352,P02445,person,Business Listing,OSINT record suggests online presence associated with Varun Reddy (P02445).,2024-07-19T15:05:08,0.68,Disputed,C0172
OF00704,OS0353,P02446,person,Business Listing,OSINT record suggests online presence associated with Vivek Nair (P02446).,2024-06-02T17:51:36,0.54,Disputed,C0173
OF00705,OS0353,P00140,person,Social Identity,OSINT record suggests online presence associated with Aman Kulkarni (P00140).,2024-06-01T11:51:36,0.73,Verified,C0173
OF00706,OS0354,P01246,person,Business Listing,OSINT record suggests online presence associated with Karan Singh (P01246).,2024-08-20T01:44:35,0.56,Verified,C0174
OF00707,OS0355,P00334,person,Business Listing,OSINT record suggests online presence associated with Shreya Shetty (P00334).,2024-05-03T10:34:13,0.89,Disputed,C0174
OF00708,OS0356,O0102,organization,Public Mention,OSINT record references business listing possibly linked to Maharashtra Industrial Consulting Services (O0102).,2024-08-30T02:27:05,0.49,Disputed,C0175
OF00709,OS0356,O0102,organization,Business Listing,OSINT record references business listing possibly linked to Maharashtra Industrial Consulting Services (O0102).,2024-08-29T23:27:05,0.55,Disputed,C0175
OF00710,OS0357,P02474,person,Social Identity,OSINT record suggests online presence associated with Kunal Mehta (P02474).,2024-04-30T08:33:41,0.66,Disputed,C0176
OF00711,OS0358,O0103,organization,Public Mention,OSINT record references business listing possibly linked to Konkan Freight Services (O0103).,2024-08-11T23:37:30,0.61,Disputed,C0177
OF00712,OS0358,O0103,organization,Digital Footprint,OSINT record references business listing possibly linked to Konkan Freight Services (O0103).,2024-08-11T21:37:30,0.83,Verified,C0177
OF00713,OS0358,P02507,person,Public Mention,OSINT record suggests online presence associated with Varun Menon (P02507).,2024-08-10T12:37:30,0.65,Disputed,C0177
OF00714,OS0359,O0103,organization,Public Mention,OSINT record references business listing possibly linked to Konkan Freight Services (O0103).,2024-08-11T15:33:27,0.52,Review,C0177
OF00715,OS0359,O0103,organization,Social Identity,OSINT record references business listing possibly linked to Konkan Freight Services (O0103).,2024-08-10T08:33:27,0.9,Verified,C0177
OF00716,OS0360,O0104,organization,Public Mention,OSINT record references business listing possibly linked to Sterling Transport (O0104).,2024-08-09T17:45:13,0.78,Verified,C0178
OF00717,OS0360,P02536,person,Digital Footprint,OSINT record suggests online presence associated with Kunal Shetty (P02536).,2024-08-10T17:45:13,0.74,Review,C0178
OF00718,OS0360,O0104,organization,Business Listing,OSINT record references business listing possibly linked to Sterling Transport (O0104).,2024-08-10T10:45:13,0.54,Verified,C0178
OF00719,OS0361,P02537,person,Business Listing,OSINT record suggests online presence associated with Meera Saxena (P02537).,2024-09-01T02:25:33,0.79,Review,C0178
OF00720,OS0361,P02537,person,Social Identity,OSINT record suggests online presence associated with Meera Saxena (P02537).,2024-09-01T00:25:33,0.8,Disputed,C0178
OF00721,OS0362,P02536,person,Digital Footprint,OSINT record suggests online presence associated with Kunal Shetty (P02536).,2024-12-21T12:04:31,0.61,Review,C0178
OF00722,OS0362,P02535,person,Social Identity,OSINT record suggests online presence associated with Aniket Verma (P02535).,2024-12-21T16:04:31,0.9,Verified,C0178
OF00723,OS0362,O0104,organization,Social Identity,OSINT record references business listing possibly linked to Sterling Transport (O0104).,2024-12-21T13:04:31,0.8,Review,C0178
OF00724,OS0363,P02542,person,Public Mention,OSINT record suggests online presence associated with Aanya Kulkarni (P02542).,2024-05-21T18:25:32,0.52,Disputed,C0179
OF00725,OS0363,P02539,person,Digital Footprint,OSINT record suggests online presence associated with Manav Menon (P02539).,2024-05-21T19:25:32,0.55,Verified,C0179
OF00726,OS0363,P02541,person,Business Listing,OSINT record suggests online presence associated with Aditya Gupta (P02541).,2024-05-22T11:25:32,0.66,Review,C0179
OF00727,OS0364,P02548,person,Social Identity,OSINT record suggests online presence associated with Ishaan Chavan (P02548).,2024-07-14T09:43:23,0.86,Disputed,C0180
OF00728,OS0365,P02553,person,Business Listing,OSINT record suggests online presence associated with Karan Nair (P02553).,2024-10-20T10:13:52,0.6,Review,C0181
OF00729,OS0366,P02572,person,Social Identity,OSINT record suggests online presence associated with Diya Mishra (P02572).,2024-04-30T21:31:01,0.71,Verified,C0181
OF00730,OS0367,P02553,person,Public Mention,OSINT record suggests online presence associated with Karan Nair (P02553).,2024-05-02T13:03:54,0.8,Review,C0181
OF00731,OS0368,O0106,organization,Digital Footprint,OSINT record references business listing possibly linked to Maharashtra Industrial Logistics Pvt Ltd (O0106).,2024-08-16T21:26:58,0.69,Review,C0182
OF00732,OS0368,P02266,person,Digital Footprint,OSINT record suggests online presence associated with Trisha Jadhav (P02266).,2024-08-17T20:26:58,0.58,Verified,C0182
OF00733,OS0369,P02581,person,Social Identity,OSINT record suggests online presence associated with Ishaan Shah (P02581).,2024-05-13T11:49:31,0.68,Verified,C0183
OF00734,OS0369,P02592,person,Public Mention,OSINT record suggests online presence associated with Mohit Mehta (P02592).,2024-05-12T09:49:31,0.6,Verified,C0183
OF00735,OS0370,P02597,person,Business Listing,OSINT record suggests online presence associated with Diya Mishra (P02597).,2024-07-17T12:34:38,0.49,Disputed,C0183
OF00736,OS0371,P02598,person,Social Identity,OSINT record suggests online presence associated with Aditi Rao (P02598).,2024-08-15T17:23:55,0.51,Verified,C0184
OF00737,OS0371,P02598,person,Social Identity,OSINT record suggests online presence associated with Aditi Rao (P02598).,2024-08-15T10:23:55,0.84,Review,C0184
OF00738,OS0371,P02598,person,Digital Footprint,OSINT record suggests online presence associated with Aditi Rao (P02598).,2024-08-14T11:23:55,0.45,Review,C0184
OF00739,OS0372,O0108,organization,Social Identity,OSINT record references business listing possibly linked to Vertex Technologies Pvt Ltd (O0108).,2025-08-02T03:29:46,0.52,Verified,C0185
OF00740,OS0372,O0108,organization,Social Identity,OSINT record references business listing possibly linked to Vertex Technologies Pvt Ltd (O0108).,2025-08-01T17:29:46,0.74,Verified,C0185
OF00741,OS0372,O0108,organization,Social Identity,OSINT record references business listing possibly linked to Vertex Technologies Pvt Ltd (O0108).,2025-08-02T17:29:46,0.8,Disputed,C0185
OF00742,OS0373,P01701,person,Social Identity,OSINT record suggests online presence associated with Naina Sethi (P01701).,2025-07-23T05:32:42,0.46,Disputed,C0186
OF00743,OS0373,P01701,person,Social Identity,OSINT record suggests online presence associated with Naina Sethi (P01701).,2025-07-23T03:32:42,0.59,Verified,C0186
OF00744,OS0374,P02629,person,Business Listing,OSINT record suggests online presence associated with Tara Chavan (P02629).,2025-09-01T20:22:17,0.82,Disputed,C0187
OF00745,OS0375,P00716,person,Public Mention,OSINT record suggests online presence associated with Simran Khan (P00716).,2025-03-08T09:58:59,0.56,Review,C0187
OF00746,OS0375,P02437,person,Digital Footprint,OSINT record suggests online presence associated with Zoya Kapoor (P02437).,2025-03-07T08:58:59,0.75,Review,C0187
OF00747,OS0376,P02634,person,Digital Footprint,OSINT record suggests online presence associated with Dhruv Bhat (P02634).,2025-11-30T09:03:38,0.64,Review,C0187
OF00748,OS0377,P02632,person,Public Mention,OSINT record suggests online presence associated with Tanvi Iyer (P02632).,2025-11-21T03:02:55,0.79,Review,C0187
OF00749,OS0377,P02634,person,Social Identity,OSINT record suggests online presence associated with Dhruv Bhat (P02634).,2025-11-21T13:02:55,0.68,Review,C0187
OF00750,OS0378,P02641,person,Business Listing,OSINT record suggests online presence associated with Simran Shah (P02641).,2025-08-19T11:33:01,0.65,Disputed,C0188
OF00751,OS0378,P02638,person,Social Identity,OSINT record suggests online presence associated with Riya Malhotra (P02638).,2025-08-19T11:33:01,0.91,Review,C0188
OF00752,OS0379,P02638,person,Digital Footprint,OSINT record suggests online presence associated with Riya Malhotra (P02638).,2025-05-13T08:22:58,0.89,Verified,C0188
OF00753,OS0379,O0109,organization,Social Identity,OSINT record references business listing possibly linked to Deccan Consulting Services (O0109).,2025-05-13T23:22:58,0.52,Review,C0188
OF00754,OS0379,P00260,person,Business Listing,OSINT record suggests online presence associated with Arnav Thakur (P00260).,2025-05-13T18:22:58,0.52,Verified,C0188
OF00755,OS0380,P02643,person,Public Mention,OSINT record suggests online presence associated with Arjun Ghosh (P02643).,2025-12-06T22:42:55,0.5,Disputed,C0188
OF00756,OS0380,O0109,organization,Digital Footprint,OSINT record references business listing possibly linked to Deccan Consulting Services (O0109).,2025-12-05T12:42:55,0.55,Disputed,C0188
OF00757,OS0380,P02635,person,Public Mention,OSINT record suggests online presence associated with Naveen Chavan (P02635).,2025-12-06T01:42:55,0.72,Disputed,C0188
OF00758,OS0381,O0110,organization,Digital Footprint,OSINT record references business listing possibly linked to Metro Solutions Pvt Ltd (O0110).,2025-08-29T00:42:05,0.76,Review,C0189
OF00759,OS0381,O0110,organization,Social Identity,OSINT record references business listing possibly linked to Metro Solutions Pvt Ltd (O0110).,2025-08-28T00:42:05,0.72,Disputed,C0189
OF00760,OS0381,P02657,person,Public Mention,OSINT record suggests online presence associated with Rohan Chavan (P02657).,2025-08-29T00:42:05,0.7,Disputed,C0189
OF00761,OS0382,P02660,person,Public Mention,OSINT record suggests online presence associated with Pranav Ghosh (P02660).,2025-08-28T02:40:39,0.7,Disputed,C0189
OF00762,OS0383,P02647,person,Business Listing,OSINT record suggests online presence associated with Tanvi Malhotra (P02647).,2025-09-28T00:33:55,0.54,Verified,C0189
OF00763,OS0383,P02663,person,Digital Footprint,OSINT record suggests online presence associated with Siddharth Joshi (P02663).,2025-09-27T09:33:55,0.62,Verified,C0189
OF00764,OS0383,P02663,person,Public Mention,OSINT record suggests online presence associated with Siddharth Joshi (P02663).,2025-09-28T17:33:55,0.86,Verified,C0189
OF00765,OS0384,P02545,person,Social Identity,OSINT record suggests online presence associated with Saurabh Mehta (P02545).,2025-04-19T07:13:43,0.71,Review,C0190
OF00766,OS0385,O0111,organization,Digital Footprint,OSINT record references business listing possibly linked to Highland Consulting Services (O0111).,2025-01-22T20:00:29,0.51,Disputed,C0191
OF00767,OS0386,P02678,person,Business Listing,OSINT record suggests online presence associated with Raj Patil (P02678).,2025-08-04T14:13:41,0.7,Disputed,C0192
OF00768,OS0387,P00684,person,Public Mention,OSINT record suggests online presence associated with Nisha Das (P00684).,2025-07-14T21:27:30,0.45,Review,C0192
OF00769,OS0387,P02688,person,Public Mention,OSINT record suggests online presence associated with Rhea Patil (P02688).,2025-07-14T22:27:30,0.85,Disputed,C0192
OF00770,OS0388,P02677,person,Business Listing,OSINT record suggests online presence associated with Shreya Shah (P02677).,2025-07-17T09:14:25,0.82,Review,C0192
OF00771,OS0388,O0112,organization,Social Identity,OSINT record references business listing possibly linked to Metro Industrial Supplies (O0112).,2025-07-17T02:14:25,0.68,Disputed,C0192
OF00772,OS0388,P02683,person,Social Identity,OSINT record suggests online presence associated with Pooja Patil (P02683).,2025-07-16T06:14:25,0.5,Review,C0192
OF00773,OS0389,P02714,person,Business Listing,OSINT record suggests online presence associated with Tara Das (P02714).,2025-07-24T09:37:15,0.58,Verified,C0193
OF00774,OS0389,P02710,person,Public Mention,OSINT record suggests online presence associated with Naina Reddy (P02710).,2025-07-23T14:37:15,0.67,Disputed,C0193
OF00775,OS0390,P02718,person,Digital Footprint,OSINT record suggests online presence associated with Aarav Singh (P02718).,2025-07-29T22:25:50,0.56,Review,C0193
OF00776,OS0390,P02692,person,Business Listing,OSINT record suggests online presence associated with Rahul Iyer (P02692).,2025-07-30T09:25:50,0.84,Review,C0193
